ID	genbank name	AHRD name
CNAG_06625	UBX domain-containing protein 1	UBX domain-containing protein 3
CNAG_06626	pre-mRNA-splicing factor ATP-dependent RNA helicase DHX15/PRP43	ATP-dependent RNA helicase A
CNAG_06627	pre-mRNA-processing factor 40	Pre-mRNA-processing factor 40 homolog A
CNAG_06628	aldehyde dehydrogenase (NAD+)	Betaine aldehyde dehydrogenase
CNAG_06629	hypothetical protein	Unknown protein
CNAG_06630	import inner membrane translocase subunit tim44	Mitochondrial import inner membrane translocase subunit tim44
CNAG_06631	myosin heavy chain	Unknown protein
CNAG_06632	Atypical/ABC1 protein kinase	Probable ubiquinone biosynthesis protein UbiB
CNAG_06633	small subunit ribosomal protein S15	30S ribosomal protein S19
CNAG_06634	DNA polymerase epsilon subunit B	DNA polymerase epsilon subunit B
CNAG_06635	CCR4-NOT transcription complex subunit 3	General negative regulator of transcription subunit 3
CNAG_06636	hypothetical protein	Unknown protein
CNAG_06637	ubiquitin carboxyl-terminal hydrolase 22/27/51	Ubiquitin carboxyl-terminal hydrolase 22-B
CNAG_06638	malate dehydrogenase (oxaloacetate-decarboxylating)	Probable NAD-dependent malic enzyme 3
CNAG_06639	E3 ubiquitin-protein ligase MARCH6	E3 ubiquitin-protein ligase MARCH2
CNAG_06640	cathepsin A (carboxypeptidase C)	Carboxypeptidase Y homolog A
CNAG_06641	DNA-directed RNA polymerase III subunit RPC6	Probable DNA-directed RNA polymerase III subunit rpc6
CNAG_06642	Atypical/PIKK/FRAP protein kinase	Serine/threonine-protein kinase TEL1
CNAG_06643	ribonuclease III	Ribonuclease 3
CNAG_06644	C-22 sterol desaturase	Sterol 14-alpha demethylase
CNAG_06645	methylenetetrahydrofolate dehydrogenase (NAD+)	Methylenetetrahydrofolate dehydrogenase [NAD(+)]
CNAG_06646	protein YOP1	Receptor expression-enhancing protein 5
CNAG_06647	hypothetical protein	Metallophosphoesterase 1
CNAG_06648	RNA polymerase-associated protein RTF1	RNA polymerase-associated protein RTF1
CNAG_06649	haloacid dehalogenase, type II	(S)-2-haloacid dehalogenase H-109
CNAG_06650	hypothetical protein	Unknown protein
CNAG_06651	amidohydrolase	Uncharacterized protein YJL213W
CNAG_06652	allantoate permease	Putative tartrate transporter
CNAG_06653	hypothetical protein	Unknown protein
CNAG_06654	hypothetical protein	Transmembrane protein 97
CNAG_06655	phosphatidylinositol glycan, class K	GPI-anchor transamidase
CNAG_06656	diphthine synthase	Diphthine synthase
CNAG_06657	hypothetical protein	Unknown protein
CNAG_06658	rhomboid family membrane protein	Inactive rhomboid protein 1
CNAG_06659	hexosaminidase	Beta-hexosaminidase subunit A1
CNAG_06660	hypothetical protein	Unknown protein
CNAG_06661	hypothetical protein	Unknown protein
CNAG_06662	hypothetical protein	Unknown protein
CNAG_06663	ubiquinol-cytochrome c reductase subunit 6	Cytochrome b-c1 complex subunit 6
CNAG_06664	sorting nexin MVP1	Sorting nexin MVP1 Sorting nexin MVP1
CNAG_06665	hypothetical protein	TBC1 domain family member 20
CNAG_06666	starch phosphorylase	Glycogen phosphorylase
CNAG_06667	hypothetical protein	Unknown protein
CNAG_06668	mitochondrial protein	Respiratory supercomplex factor 2, mitochondrial
CNAG_06669	hypothetical protein	UPF0045 protein ECM15
CNAG_06670	HIV Tat-specific factor 1	HIV Tat-specific factor 1 homolog
CNAG_06671	TKL protein kinase	Mitogen-activated protein kinase hog1
CNAG_06672	formate dehydrogenase	Erythronate-4-phosphate dehydrogenase
CNAG_06673	hypothetical protein	Maintenance of telomere capping protein 1
CNAG_06674	hypothetical protein	Rho guanine nucleotide exchange factor 5
CNAG_06675	hypothetical protein	Vacuolar protein sorting-associated protein 8 homolog
CNAG_06676	hypothetical protein	Ankyrin repeat domain-containing protein 12
CNAG_06677	hypothetical protein	Unknown protein
CNAG_06678	enzyme activator	Chitin synthase regulatory factor 3
CNAG_06679	anthranilate synthase component I	Probable anthranilate synthase component 1
CNAG_06680	COP9 signalosome complex subunit 6	Eukaryotic translation initiation factor 3 subunit F-2
CNAG_06681	hypothetical protein	Next to BRCA1 gene 1 protein
CNAG_06683	hypothetical protein	Unknown protein
CNAG_06684	pre-rRNA-processing protein IPI3	WD repeat-containing protein 18
CNAG_06685	U2-associated protein SR140	ELAV-like protein 1-A
CNAG_06686	hypothetical protein	Protein FAM192A
CNAG_06687	hypothetical protein	Unknown protein
CNAG_06688	mitofusin	Transmembrane GTPase fzo1
CNAG_06689	cytoplasmic protein	GTPase obg
CNAG_06690	hypothetical protein	Unknown protein
CNAG_06691	tuftelin-interacting protein 11	Tuftelin-interacting protein 11
CNAG_06692	glucosamine-phosphate N-acetyltransferase	Glucosamine 6-phosphate N-acetyltransferase 1
CNAG_06693	hypothetical protein	Polycomb group RING finger protein 1
CNAG_06694	hydroxyisourate hydrolase	5-hydroxyisourate hydrolase
CNAG_06695	hypothetical protein	Unknown protein
CNAG_06696	protein phosphatase PP2A regulatory subunit B	Serine/threonine-protein ph phosphatase 2A 55 kDa regulatory subunit B beta isoform
CNAG_06697	TTK protein kinase	Cyclin-dependent kinase 17
CNAG_06698	phosphatase	(DL)-glycerol-3-phosphatase 2
CNAG_06699	glyceraldehyde-3-phosphate dehydrogenase	Glyceraldehyde-3-phosphate dehydrogenase
CNAG_06703	hypothetical protein	Unknown protein
CNAG_06704	hypothetical protein	Unknown protein
CNAG_06705	hypothetical protein	Unknown protein
CNAG_06706	proline-, glutamic acid- and leucine-rich protein 1	Unknown protein
CNAG_06707	hypothetical protein	Unknown protein
CNAG_06708	dCMP deaminase	Deoxycytidylate deaminase
CNAG_06709	hypothetical protein	TELO2-interacting protein 1 homolog
CNAG_06710	hypothetical protein	Drebrin-like protein
CNAG_06711	signal recognition particle receptor subunit beta	Signal recognition particle receptor subunit beta
CNAG_06712	hypothetical protein	Plasma membrane proteolipid 3
CNAG_06713	cysteine-tRNA ligase	Cysteine--tRNA ligase
CNAG_06714	endoplasmic reticulum vesicle protein 25	Transmembrane emp24 domain-containing protein 10
CNAG_06715	hypothetical protein	Unknown protein
CNAG_06716	hypothetical protein	U2 small nuclear ribonucleoprotein B''
CNAG_06717	acyl-CoA-dependent ceramide synthase	Ceramide synthase 6
CNAG_06718	hypothetical protein	Unknown protein
CNAG_06719	hypothetical protein	Unknown protein
CNAG_06722	hypothetical protein	Unknown protein
CNAG_06723	succinate dehydrogenase (ubiquinone) membrane anchor subunit	Succinate dehydrogenase [ubiquinone] cytochrome b small subunit, mitochondrial
CNAG_06724	DNA repair and recombination protein RAD52	DNA repair and recombination protein RAD52
CNAG_06725	DNA polymerase delta subunit 2	DNA polymerase subunit delta-2
CNAG_06726	chitin synthase regulator 3	Chitin synthase regulatory factor 3
CNAG_06727	hypothetical protein	Unknown protein
CNAG_06728	kinesin	Kinesin-related protein 5
CNAG_06729	hypothetical protein	Unknown protein
CNAG_06730	CMGC/GSK protein kinase	Cyclin-dependent kinase A-1
CNAG_06731	hypothetical protein	Unknown protein
CNAG_06732	hypothetical protein	Autophagy-related protein 2 Autophagy-related protein 2
CNAG_06733	hypothetical protein	Lissencephaly-1 homolog
CNAG_06734	DNA-directed RNA polymerase I, II, and III subunit rpabc5	DNA-directed RNA polymerase subunit N
CNAG_06737	vacuolar protein sorting-associated protein	Vacuolar protein sorting-associated protein 16 homolog
CNAG_06738	hypothetical protein	Exocyst complex component 7
CNAG_06739	dethiobiotin synthase	Succinylornithine transaminase
CNAG_06740	septation protein imp2	FCH domain only protein 1
CNAG_06741	ATP-dependent RNA helicase DBP10	ATP-dependent RNA helicase RhlB
CNAG_06742	pre-60S factor REI1	Zinc finger protein 622
CNAG_06743	hypothetical protein	Putative aminoacrylate peracid reductase RutC
CNAG_06744	chromatin structure-remodeling complex subunit RSC9	Chromatin structure-remodeling complex subunit RSC9
CNAG_06745	histone H3	Histone H3 Histone H3
CNAG_06746	histone H2B	Histone H2B Histone H2B
CNAG_06747	histone H2A	Histone H2A Histone H2A
CNAG_06748	U3 small nucleolar RNA-associated protein 7	Probable U3 small nucleolar RNA-associated protein 7
CNAG_06749	hypothetical protein	Unknown protein
CNAG_06750	hypothetical protein	Protein lunapark
CNAG_06751	hypothetical protein	Unknown protein
CNAG_06752	hypothetical protein	Arsenical pump membrane protein
CNAG_06753	nuclear cap-binding protein subunit 1	Nuclear cap-binding protein subunit 1
CNAG_06754	RNA polymerase-associated protein CTR9	RNA polymerase-associated protein CTR9
CNAG_06755	threonine-tRNA ligase	Threonine--tRNA ligase
CNAG_06756	pre-rRNA-processing protein ESF2	Pre-rRNA-processing protein ESF2
CNAG_06757	hypothetical protein	Unknown protein
CNAG_06758	efflux protein	Uncharacterized MFS-type transporter YhcA
CNAG_06759	dehydrogenase	L-threonine 3-dehydrogenase L-threonine 3-dehydrogenase L-threonine 3-dehydrogenase
CNAG_06760	hypothetical protein	Hydroxyacyl-thioester dehydratase type 2, mitochondrial
CNAG_06761	siderophore-iron transporter Str1	Siderophore iron transporter 3
CNAG_06762	hypothetical protein	GATA zinc finger domain-containing protein 14
CNAG_06763	serine-tRNA ligase	Serine--tRNA ligase
CNAG_06764	short-chain dehydrogenase	Dehydrogenase/reductase SDR family member 4
CNAG_06765	hypothetical protein	Unknown protein
CNAG_06766	U3 small nucleolar RNA-associated protein 14	U3 small nucleolar RNA-associated protein 14 homolog A
CNAG_06767	F-type H+-transporting ATPase subunit delta	ATP synthase subunit delta, mitochondrial
CNAG_06769	DNA polymerase gamma 1	DNA polymerase subunit gamma-1
CNAG_06770	fructose-bisphosphate aldolase 1	Fructose-bisphosphate aldolase
CNAG_06771	hypothetical protein	Unknown protein
CNAG_06772	nucleoporin SEH1	Protein transport protein SEC13
CNAG_06773	protein transporter SEC24	Protein transport protein SEC24
CNAG_06774	tRNA (guanine-N(7)-)-methyltransferase	tRNA (guanine-N(7)-)-methyltransferase
CNAG_06775	hypothetical protein	Unknown protein
CNAG_06776	membrane protein	UNC93-like protein 1 UNC93-like protein 2
CNAG_06777	fructosyl amino acid oxidase	Peroxisomal sarcosine oxidase
CNAG_06778	serine-threonine kinase receptor-associated protein	Eukaryotic translation initiation factor 3 subunit I
CNAG_06779	small nuclear ribonucleoprotein D1	Small nuclear ribonucleoprotein Sm D1
CNAG_06780	hypothetical protein	Unknown protein
CNAG_06781	hypothetical protein	Unknown protein
CNAG_06782	hypothetical protein	Alpha-1,2-mannosyltransferase MNN5
CNAG_06783	enoyl reductase	Quinone oxidoreductase
CNAG_06784	hypothetical protein	Unknown protein
CNAG_06785	kynurenine 3-monooxygenase	Zeaxanthin epoxidase, chloroplastic
CNAG_06786	hypothetical protein	Unknown protein
CNAG_06787	metacaspase	Metacaspase-1
CNAG_06790	hypothetical protein	NACHT, LRR and PYD domains-containing protein 3
CNAG_06791	hypothetical protein	Unknown protein
CNAG_06792	hypothetical protein	UPF0220 protein C8D2.02c
CNAG_06793	exonuclease 1	Flap endonuclease 1
CNAG_06794	hypothetical protein	Unknown protein
CNAG_06795	hypothetical protein	Unknown protein
CNAG_06796	serine/arginine repetitive matrix protein 1	Serine/arginine repetitive matrix protein 1
CNAG_06797	lysine-specific demethylase 3	Lysine-specific demethylase 3A
CNAG_06798	U3 small nucleolar RNA-associated protein 18	Probable U3 small nucleolar RNA-associated protein 18
CNAG_06799	uroporphyrinogen decarboxylase	Uroporphyrinogen decarboxylase
CNAG_06800	hypothetical protein	Unknown protein
CNAG_06801	hypothetical protein	Unknown protein
CNAG_06802	hypothetical protein	Unknown protein
CNAG_06804	hypothetical protein	Unknown protein
CNAG_06805	hypothetical protein	Unknown protein
CNAG_06806	electron transfer flavoprotein alpha subunit	Probable electron transfer flavoprotein subunit alpha, mitochondrial
CNAG_06807	hypothetical protein	Unknown protein
CNAG_06808	pheromone a factor receptor	Pheromone receptor 1
CNAG_06809	IKS protein kinase	Serine/threonine-protein kinase 24
CNAG_06810	hypothetical protein	Unknown protein
CNAG_06811	large subunit ribosomal protein L22e	60S ribosomal protein L22 1
CNAG_06812	phospholipase D	Phospholipase D1
CNAG_06813	hypothetical protein	O-glucosyltransferase rumi homolog
CNAG_06814	hypothetical protein	Unknown protein
CNAG_06815	hypothetical protein	1-aminocyclopropane-1-carboxylate oxidase
CNAG_06816	hypothetical protein	Probable cytosine deaminase
CNAG_06817	NCS2 family nucleobase:cation symporter-2	Purine permease
CNAG_06818	hypothetical protein	Heme-responsive zinc finger transcription factor HAP1
CNAG_06819	DNA helicase INO80	SWI/SNF chromatin-remodeling complex subunit snf22
CNAG_06820	hypothetical protein	Unknown protein
CNAG_06821	ferric reductase transmembrane component 4	Ferric reduction oxidase 4
CNAG_06822	hypothetical protein	Unknown protein
CNAG_06823	hypothetical protein	Unknown protein
CNAG_06824	hypothetical protein	WD repeat-containing protein 5 homolog
CNAG_06825	hypothetical protein	Transmembrane protein 115
CNAG_06826	hypothetical protein	Unknown protein
CNAG_06827	hypothetical protein	Unknown protein
CNAG_06828	solute carrier family 36 (proton-coupled amino acid transporter)	Sodium-coupled neutral amino acid transporter 3
CNAG_06829	squalene monooxygenase	Squalene monooxygenase
CNAG_06830	histidinol dehydrogenase	Histidinol dehydrogenase
CNAG_06831	hypothetical protein	Unknown protein
CNAG_06832	glucosidase	Beta-glucan synthesis-associated protein KRE6
CNAG_06833	hypothetical protein	Unknown protein
CNAG_06834	dolichyl-phosphate-mannose-protein mannosyltransferase	Dolichyl-phosphate-mannose--protein mannosyltransferase 1
CNAG_06835	glucosidase	Beta-glucan synthesis-associated protein KRE6
CNAG_06836	oxidoreductase	Glycosyl hydrolase family 109 protein 2
CNAG_06837	PH domain-containing protein	Pleckstrin homology domain-containing family A member 1
CNAG_06838	mitochondrial RNA helicase	ATP-dependent RNA helicase suv3, mitochondrial
CNAG_06839	methylene-fatty-acyl-phospholipid synthase	Putative phosphatidylethanolamine N-methyltransferase
CNAG_06840	elongation factor 2	Elongation factor 2
CNAG_06843	hypothetical protein	Unknown protein
CNAG_06844	hypothetical protein	Unknown protein
CNAG_06845	STE/STE11/CDC15 protein kinase	Serine/threonine-protein kinase 4
CNAG_06846	hypothetical protein	Unknown protein
CNAG_06847	small subunit ribosomal protein S28	30S ribosomal protein S28e
CNAG_06848	ATP synthase subunit 9, mitochondrial	ATP synthase subunit 9, mitochondrial
CNAG_06849	saccharopine dehydrogenase (NAD+, L-lysine forming)	Saccharopine dehydrogenase [NAD(+), L-lysine-forming]
CNAG_06852	transcriptional coactivator HFI1/ADA1	Unknown protein
CNAG_06853	hypothetical protein	Unknown protein
CNAG_06854	hypothetical protein	Unknown protein
CNAG_06860	nuclear protein	Structural maintenance of chromosomes protein 5
CNAG_06861	hypothetical protein	Transcription initiation factor TFIID subunit 12
CNAG_06862	vacuolar protein	Probable S-acyltransferase
CNAG_06863	hypothetical protein	Unknown protein
CNAG_06864	hypothetical protein	Unknown protein
CNAG_06865	translation machinery-associated protein 16	Translation machinery-associated protein 16
CNAG_06866	hypothetical protein	Unknown protein
CNAG_06867	hypothetical protein	Unknown protein
CNAG_06868	phosphopyruvate hydratase	Enolase
CNAG_06869	HPP family protein	Transmembrane protein DDB_G0269096
CNAG_06870	hypothetical protein	UPF0317 protein AZC_4080
CNAG_06871	hypothetical protein	Nitrogen assimilation transcription factor nirA
CNAG_06872	5-oxoprolinase	5-oxoprolinase
CNAG_06873	5-oxoprolinase	5-oxoprolinase
CNAG_06874	HpcH/HpaI aldolase/citrate lyase	2-keto-3-deoxy-L-rhamnonate aldolase
CNAG_06875	allantoate permease	Allantoate permease
CNAG_06876	alpha-ketoglutarate-dependent taurine dioxygenase	Alpha-ketoglutarate-dependent sulfonate dioxygenase
CNAG_06877	hypothetical protein	Unknown protein
CNAG_06879	hypothetical protein	Cystathionine beta-synthase
CNAG_06880	mitochondrial protein	PRELI domain-containing protein 1, mitochondrial
CNAG_06881	SBDS family rRNA metabolism protein	Ribosome maturation protein SBDS
CNAG_06882	hypothetical protein	Unknown protein
CNAG_06884	hypothetical protein	Unknown protein
CNAG_06887	hypothetical protein	Vacuolar ATPase assembly integral membrane protein VMA21 Vacuolar ATPase assembly integral membrane protein VMA21
CNAG_06888	cytoplasmic protein	WD repeat-containing protein mio
CNAG_06889	sodium-hydrogen antiporter	Unknown protein
CNAG_06890	membrane transporter	Putative tartrate transporter
CNAG_06891	hypothetical protein	Methyltransferase-like protein 10
CNAG_06892	preconditioning-inducible protein	Autophagy-related protein 3
CNAG_06893	hypothetical protein	Unknown protein
CNAG_06894	hypothetical protein	Unknown protein
CNAG_06895	hypothetical protein	Unknown protein
CNAG_06896	cytoplasmic protein	RNA-binding protein PIN4
CNAG_06897	hypothetical protein	Unknown protein
CNAG_06898	chitin synthase export chaperone	Chitin synthase export chaperone
CNAG_06899	26S proteasome regulatory subunit N7	26S proteasome non-ATPase regulatory subunit 6
CNAG_06900	2,3-bisphosphoglycerate-independent phosphoglycerate mutase	2,3-bisphosphoglycerate-independent phosphoglycerate mutase
CNAG_06901	UDP-N-acetylglucosamine-dolichyl-phosphate N-acetylglucosaminephosphotransferase	UDP-N-acetylglucosamine--dolichyl-phosphate N-acetylglucosaminephosphotransferase
CNAG_06902	hypothetical protein	Bud site selection protein 4 homolog
CNAG_06903	mRNA-decapping enzyme subunit 2	mRNA-decapping enzyme subunit 2
CNAG_06904	hypothetical protein	Unknown protein
CNAG_06905	cytoplasmic protein	Carboxymethylenebutenolidase homolog
CNAG_06906	translation initiation factor 4B	Eukaryotic translation initiation factor 4H
CNAG_06907	hypothetical protein	Unknown protein
CNAG_06908	pyridoxal biosynthesis lyase pdxS	Pyridoxal biosynthesis lyase PdxS Pyridoxal biosynthesis lyase PdxS
CNAG_06909	ABC transporter family protein	ABC transporter G family member 4
CNAG_06910	beta-lactamase	Hydroxyacylglutathione hydrolase
CNAG_06911	hypothetical protein	Unknown protein
CNAG_06912	hypothetical protein	Unknown protein
CNAG_06913	L-serine ammonia-lyase	Serine dehydratase-like
CNAG_06914	tubulin gamma chain	Tubulin beta-1 chain
CNAG_06915	hypothetical protein	Unknown protein
CNAG_06916	hypothetical protein	Unknown protein
CNAG_06917	thiol-specific antioxidant protein 3	Peroxiredoxin-6
CNAG_06918	hypothetical protein	Unknown protein
CNAG_06919	rRNA 2'-O-methyltransferase fibrillarin	rRNA/tRNA 2'-O-methyltransferase fibrillarin-like protein 1
CNAG_06920	ubiquitin carboxyl-terminal hydrolase 10	Probable ubiquitin carboxyl-terminal hydrolase 3
CNAG_06921	hypothetical protein	Unknown protein
CNAG_06922	anon-23da protein	Abhydrolase domain-containing protein
CNAG_06923	phosphoketolase	Probable phosphoketolase
CNAG_06924	beta-fructofuranosidase	Beta-fructofuranosidase, insoluble isoenzyme 3
CNAG_06925	arsenical-resistance protein	Arsenite resistance protein ArsB
CNAG_06926	hypothetical protein	Vitamin H transporter
CNAG_06927	peptidyl-prolyl isomerase G (cyclophilin G)	Peptidyl-prolyl cis-trans isomerase 9
CNAG_06928	hypothetical protein	Unknown protein
CNAG_06929	IQ domain-containing GTPase activating protein	Ras GTPase-activating protein 1
CNAG_06930	hypothetical protein	Unknown protein
CNAG_06931	beta-glucosidase	Probable beta-glucosidase I
CNAG_06932	sugar transporter	Putative hexose transporter 12
CNAG_06934	hexose transporter protein	Putative hexose transporter 12
CNAG_06935	isochorismatase hydrolase	Isochorismatase
CNAG_06936	beta-glucosidase	Probable beta-glucosidase I
CNAG_06938	hypothetical protein	Unknown protein
CNAG_06939	hypothetical protein	Unknown protein
CNAG_06942	nicotinamide mononucleotide permease	Putative tartrate transporter
CNAG_06943	hypothetical protein	Unknown protein
CNAG_06944	hypothetical protein	Unknown protein
CNAG_06946	hypothetical protein	UPF0160 protein
CNAG_06947	hypothetical protein	Unknown protein
CNAG_06948	essential nuclear protein 1	Bystin
CNAG_06949	hypothetical protein	Unknown protein
CNAG_06953	hypothetical protein	Unknown protein
CNAG_06954	hypothetical protein	ATP-dependent DNA helicase tlh2
CNAG_06955	hypothetical protein	Unknown protein
CNAG_06956	hypothetical protein	Unknown protein
CNAG_06957	hypothetical protein	Unknown protein
CNAG_06958	hypothetical protein	ATP-dependent DNA helicase tlh2
CNAG_06962	DNA ligase D, 3'-phosphoesterase domain-containing protein	Putative DNA ligase-like protein Rv0938/MT0965
CNAG_06963	sugar transporter	Sugar transporter ERD6-like 16
CNAG_06966	alkaline phosphatase D	Unknown protein
CNAG_06967	phytase	3-phytase A
CNAG_06968	hypothetical protein	Unknown protein
CNAG_06969	magnesium-dependent phosphatase-1	Magnesium-dependent phosphatase 1
CNAG_06971	hypothetical protein	Myosin-7B
CNAG_06973	hypothetical protein	Unknown protein
CNAG_06976	ferric-chelate reductase	Ferric reductase transmembrane component 4
CNAG_06977	L-iditol 2-dehydrogenase	L-threonine 3-dehydrogenase
CNAG_06978	cytoplasmic protein	Unknown protein
CNAG_06980	STE/STE11 protein kinase	Serine/threonine-protein kinase 25
CNAG_06983	hypothetical protein	Unknown protein
CNAG_06984	hypothetical protein	Unknown protein
CNAG_06985	beta-glucosidase	Probable beta-glucosidase I
CNAG_06986	sugar transporter	Solute carrier family 2, facilitated glucose transporter member 2
CNAG_06993	hypothetical protein	Unknown protein
CNAG_06994	hypothetical protein	O-glucosyltransferase rumi
CNAG_06997	tRNA-dihydrouridine synthase 3	tRNA-dihydrouridine(47) synthase [NAD(P)(+)]
CNAG_06998	protein transporter SEC61 subunit alpha	Protein transport protein SEC61 subunit alpha
CNAG_06999	hypothetical protein	Unknown protein
CNAG_07000	hypothetical protein	Unknown protein
CNAG_07002	hypothetical protein	Unknown protein
CNAG_07004	dihydrolipoyl dehydrogenase	Soluble pyridine nucleotide transhydrogenase
CNAG_07005	hypothetical protein	Armadillo repeat-containing protein 8
CNAG_07008	hypothetical protein	Unknown protein
CNAG_07009	hypothetical protein	Acetyl-hydrolase
CNAG_07011	hypothetical protein	Putative transcriptional regulatory protein YJL206C
CNAG_07015	hypothetical protein	Unknown protein
CNAG_07020	hypothetical protein	Unknown protein
CNAG_07022	hypothetical protein	Unknown protein
CNAG_07026	hypothetical protein	Unknown protein
CNAG_07027	protein SPT2	Unknown protein
CNAG_07028	26S proteasome regulatory subunit N11	Eukaryotic translation initiation factor 3 subunit H
CNAG_07029	vesicle-associated membrane protein 7	Vesicle-associated membrane protein 7B
CNAG_07030	hypothetical protein	Unknown protein
CNAG_07032	peroxiredoxin 5, atypical 2-Cys peroxiredoxin	Putative peroxiredoxin-A
CNAG_07033	hypothetical protein	Unknown protein
CNAG_07041	hypothetical protein	Unknown protein
CNAG_07042	hypothetical protein	Unknown protein
CNAG_07043	hypothetical protein	Unknown protein
CNAG_07076	hypothetical protein	Unknown protein
CNAG_07093	hypothetical protein	Unknown protein
CNAG_07108	tip120-family protein	Cullin-associated NEDD8-dissociated protein 1
CNAG_07114	V-type proton ATPase proteolipid subunit 2	V-type proton ATPase 16 kDa proteolipid subunit 2
CNAG_07124	hypothetical protein	Unknown protein
CNAG_07162	origin recognition complex subunit 2	Origin recognition complex subunit 2
CNAG_07163	preprotein translocase subunit YidC	Membrane protein insertase YidC
CNAG_07164	hypothetical protein	Altered inheritance rate of mitochondria protein 25
CNAG_07176	hypothetical protein	Unknown protein
CNAG_07177	NADH dehydrogenase (ubiquinone) Fe-S protein 3	NADH-quinone oxidoreductase subunit C
CNAG_07188	hypothetical protein	Unknown protein
CNAG_07203	hypothetical protein	Unknown protein
CNAG_07253	hypothetical protein	Lysine-specific demethylase 8
CNAG_07276	hypothetical protein	Unknown protein
CNAG_07303	hypothetical protein	Unknown protein
CNAG_07304	hypothetical protein	Unknown protein
CNAG_07305	hypothetical protein	Unknown protein
CNAG_07306	hypothetical protein	Unknown protein
CNAG_07307	hypothetical protein	Unknown protein
CNAG_07308	hypothetical protein	Unknown protein
CNAG_07309	mRNA surveillance protein pelota	Protein pelota homolog
CNAG_07310	hypothetical protein	Unknown protein
CNAG_07311	compass component bre2	Set1/Ash2 histone methyltransferase complex subunit ASH2
CNAG_07312	hypothetical protein	Unknown protein
CNAG_07313	hypothetical protein	Unknown protein
CNAG_07314	hypothetical protein	Unknown protein
CNAG_07315	hypothetical protein	T-cell immunomodulatory protein homolog
CNAG_07316	hydroxyacid-oxoacid transhydrogenase	Hydroxyacid-oxoacid transhydrogenase, mitochondrial
CNAG_07317	hypothetical protein	Inositol-1,4,5-trisphosphate 5-phosphatase 2
CNAG_07318	AP-1 complex subunit gamma-1	AP-2 complex subunit alpha-2
CNAG_07319	hypothetical protein	Unknown protein
CNAG_07320	hypothetical protein	Transcription factor cbf11
CNAG_07321	hypothetical protein	ATPase family AAA domain-containing protein 5
CNAG_07322	hypothetical protein	Ran-specific GTPase-activating protein 2
CNAG_07323	cactin	Cactin
CNAG_07324	hypothetical protein	Unknown protein
CNAG_07325	hypothetical protein	Unknown protein
CNAG_07326	hypothetical protein	Unknown protein
CNAG_07327	hypothetical protein	NADH-cytochrome b5 reductase 2
CNAG_07328	hypothetical protein	Transforming growth factor-beta receptor-associated protein 1
CNAG_07329	hypothetical protein	Zinc finger protein GLI3
CNAG_07330	hypothetical protein	Unknown protein
CNAG_07331	hypothetical protein	Unknown protein
CNAG_07332	hypothetical protein	Uncharacterized transcriptional regulatory protein C530.08
CNAG_07333	ubiquitin carboxyl-terminal hydrolase 25/28	Probable ubiquitin carboxyl-terminal hydrolase 2
CNAG_07334	ferric-chelate reductase	Ferric reductase transmembrane component 1
CNAG_07335	cystinosin	Cystinosin homolog
CNAG_07336	hypothetical protein	Unknown protein
CNAG_07337	hypothetical protein	Unknown protein
CNAG_07338	N-acyl-phosphatidylethanolamine-hydrolyzing phospholipase D	N-acyl-phosphatidylethanolamine-hydrolyzing phospholipase D
CNAG_07339	hypothetical protein	Unknown protein
CNAG_07340	hypothetical protein	Uncharacterized protein C26A3.14c
CNAG_07341	hypothetical protein	Peroxisomal membrane protein 11 homolog
CNAG_07342	cytoplasmic protein	Required for meiotic nuclear division protein 1 homolog
CNAG_07344	ras guanyl-nucleotide exchange factor	Ras guanine nucleotide exchange factor A
CNAG_07345	hypothetical protein	Unknown protein
CNAG_07346	T-complex protein 1 subunit eta	T-complex protein 1 subunit alpha
CNAG_07347	heat shock protein	Chaperone protein ClpB
CNAG_07348	phosphopantothenoylcysteine decarboxylase	Coenzyme A biosynthesis bifunctional protein CoaBC
CNAG_07349	hypothetical protein	Unknown protein
CNAG_07350	hypothetical protein	Unknown protein
CNAG_07351	hypothetical protein	Telomerase-binding protein EST1A
CNAG_07352	hypothetical protein	Mitochondrial organizing structure protein 2
CNAG_07353	26S proteasome non-ATPase regulatory subunit 9	26S proteasome non-ATPase regulatory subunit 9
CNAG_07354	3'(2'),5'-bisphosphate nucleotidase	3'(2'),5'-bisphosphate nucleotidase
CNAG_07355	hypothetical protein	Unknown protein
CNAG_07356	succinate dehydrogenase, cytochrome b556 subunit	Succinate dehydrogenase cytochrome b560 subunit, mitochondrial
CNAG_07357	hypothetical protein	Unknown protein
CNAG_07358	hypothetical protein	Unknown protein
CNAG_07359	Atypical/ABC1/ABC1-C protein kinase	Probable ubiquinone biosynthesis protein UbiB
CNAG_07360	hypothetical protein	Unknown protein
CNAG_07361	hypothetical protein	Unknown protein
CNAG_07362	nucleolin	Heterogeneous nuclear ribonucleoprotein A/B
CNAG_07363	isocitrate dehydrogenase, NAD-dependent	3-isopropylmalate dehydrogenase
CNAG_07364	WD-repeat protein 21A	Unknown protein
CNAG_07365	oxidoreductase	Nitric oxide reductase FlRd-NAD(+) reductase
CNAG_07367	amino acid transporter	Amino-acid permease 1
CNAG_07368	calcium activated cation channel protein	Calcium channel YVC1
CNAG_07369	hypothetical protein	Unknown protein
CNAG_07370	hypothetical protein	Unknown protein
