[Gene ID]	[Organism]	[Genomic Location]	[Product Description]	
CNAG_06568	C. neoformans var. grubii H99	CneoH99_Chr07: 138,886 - 140,514 (-)	serine/threonine protein kinase 	
CNAG_06569	C. neoformans var. grubii H99	CneoH99_Chr07: 146,446 - 149,093 (-)	membrane transporter 	
CNAG_06570	C. neoformans var. grubii H99	CneoH99_Chr07: 149,378 - 150,663 (+)	conserved hypothetical protein 	
CNAG_06573	C. neoformans var. grubii H99	CneoH99_Chr07: 158,565 - 162,906 (+)	conserved hypothetical protein 	
CNAG_06574	C. neoformans var. grubii H99	CneoH99_Chr07: 163,038 - 163,882 (-)	antiphagocytic protein 1 	
CNAG_06576	C. neoformans var. grubii H99	CneoH99_Chr07: 170,116 - 171,869 (-)	allergen 	
CNAG_06577	C. neoformans var. grubii H99	CneoH99_Chr07: 172,473 - 174,754 (+)	conserved hypothetical protein 	
CNAG_06578	C. neoformans var. grubii H99	CneoH99_Chr07: 175,732 - 176,456 (+)	conserved hypothetical protein 	
CNAG_06579	C. neoformans var. grubii H99	CneoH99_Chr07: 178,348 - 178,734 (+)	conserved hypothetical protein 	
CNAG_06580	C. neoformans var. grubii H99	CneoH99_Chr07: 180,837 - 182,724 (+)	VosA 	
CNAG_06583	C. neoformans var. grubii H99	CneoH99_Chr07: 188,356 - 189,633 (+)	conserved hypothetical protein 	
CNAG_06584	C. neoformans var. grubii H99	CneoH99_Chr07: 190,094 - 192,644 (-)	conserved hypothetical protein 	
CNAG_06585	C. neoformans var. grubii H99	CneoH99_Chr07: 193,891 - 200,787 (+)	pre-mRNA splicing factor 	
CNAG_06586	C. neoformans var. grubii H99	CneoH99_Chr07: 200,904 - 202,111 (-)	predicted protein 	
CNAG_06587	C. neoformans var. grubii H99	CneoH99_Chr07: 202,525 - 203,151 (-)	cytoplasmic protein 	
CNAG_06588	C. neoformans var. grubii H99	CneoH99_Chr07: 203,621 - 206,249 (+)	conserved hypothetical protein 	
CNAG_06589	C. neoformans var. grubii H99	CneoH99_Chr07: 206,413 - 206,947 (-)	endoribonuclease L-PSP 	
CNAG_06590	C. neoformans var. grubii H99	CneoH99_Chr07: 207,802 - 208,846 (+)	conserved hypothetical protein 	
CNAG_06591	C. neoformans var. grubii H99	CneoH99_Chr07: 211,114 - 216,010 (+)	conserved hypothetical protein 	
CNAG_06592	C. neoformans var. grubii H99	CneoH99_Chr07: 217,142 - 218,606 (+)	ubiquitin conjugating enzyme 	
CNAG_06593	C. neoformans var. grubii H99	CneoH99_Chr07: 219,909 - 223,098 (+)	rhamnogalacturonan lyase 	
CNAG_06594	C. neoformans var. grubii H99	CneoH99_Chr07: 223,236 - 225,199 (-)	oxysterol binding protein 	
CNAG_06595	C. neoformans var. grubii H99	CneoH99_Chr07: 225,840 - 227,354 (+)	conserved hypothetical protein 	
CNAG_06596	C. neoformans var. grubii H99	CneoH99_Chr07: 227,727 - 228,446 (+)	conserved hypothetical protein 	
CNAG_06597	C. neoformans var. grubii H99	CneoH99_Chr07: 228,799 - 231,485 (+)	transcription factor SPT8 	
CNAG_06598	C. neoformans var. grubii H99	CneoH99_Chr07: 232,088 - 232,418 (+)	predicted protein 	
CNAG_06599	C. neoformans var. grubii H99	CneoH99_Chr07: 232,674 - 234,573 (-)	conserved hypothetical protein 	
CNAG_06600	C. neoformans var. grubii H99	CneoH99_Chr07: 234,783 - 237,886 (+)	vesicular-fusion protein sec18 	
CNAG_06601	C. neoformans var. grubii H99	CneoH99_Chr07: 238,389 - 241,026 (+)	amidohydrolase family protein 	
CNAG_06602	C. neoformans var. grubii H99	CneoH99_Chr07: 242,529 - 243,446 (+)	cysteine-type peptidase 	
CNAG_06603	C. neoformans var. grubii H99	CneoH99_Chr07: 245,340 - 248,515 (+)	WD repeat-containing protein 	
CNAG_06604	C. neoformans var. grubii H99	CneoH99_Chr07: 248,552 - 250,684 (-)	conserved hypothetical protein 	
CNAG_06605	C. neoformans var. grubii H99	CneoH99_Chr07: 251,253 - 252,304 (-)	ribosomal protein S2 	
CNAG_06606	C. neoformans var. grubii H99	CneoH99_Chr07: 253,222 - 255,059 (+)	rho small monomeric GTPase 	
CNAG_06607	C. neoformans var. grubii H99	CneoH99_Chr07: 256,169 - 261,529 (+)	DNA polymerase alpha catalytic subunit 	
CNAG_06608	C. neoformans var. grubii H99	CneoH99_Chr07: 264,649 - 266,396 (+)	conserved hypothetical protein 	
CNAG_06609	C. neoformans var. grubii H99	CneoH99_Chr07: 267,055 - 268,678 (-)	conserved hypothetical protein 	
CNAG_06610	C. neoformans var. grubii H99	CneoH99_Chr07: 269,798 - 272,306 (-)	MSF transporter 	
CNAG_06611	C. neoformans var. grubii H99	CneoH99_Chr07: 273,088 - 277,344 (-)	DNA-directed RNA polymerase I polypeptide 2 	
CNAG_06612	C. neoformans var. grubii H99	CneoH99_Chr07: 278,844 - 279,733 (-)	conserved hypothetical protein 	
CNAG_06613	C. neoformans var. grubii H99	CneoH99_Chr07: 279,977 - 281,695 (+)	endoplasmic reticulum protein 	
CNAG_06614	C. neoformans var. grubii H99	CneoH99_Chr07: 283,156 - 284,990 (+)	glycerophosphodiesterase 	
CNAG_06616	C. neoformans var. grubii H99	CneoH99_Chr07: 287,022 - 289,139 (+)	conserved hypothetical protein 	
CNAG_06617	C. neoformans var. grubii H99	CneoH99_Chr07: 289,256 - 292,289 (-)	conserved hypothetical protein 	
CNAG_06620	C. neoformans var. grubii H99	CneoH99_Chr07: 297,019 - 299,847 (+)	ATP/GTP/Ca++ binding protein 	
CNAG_06621	C. neoformans var. grubii H99	CneoH99_Chr07: 302,019 - 303,576 (-)	biotin synthase 	
CNAG_06622	C. neoformans var. grubii H99	CneoH99_Chr07: 304,064 - 304,514 (+)	conserved hypothetical protein 	
CNAG_06623	C. neoformans var. grubii H99	CneoH99_Chr07: 306,764 - 308,162 (+)	myo-inositol oxygenase 	
CNAG_06624	C. neoformans var. grubii H99	CneoH99_Chr07: 308,808 - 310,478 (+)	conserved hypothetical protein 	
CNAG_06625	C. neoformans var. grubii H99	CneoH99_Chr07: 310,586 - 312,218 (-)	Shp1p 	
CNAG_06626	C. neoformans var. grubii H99	CneoH99_Chr07: 312,436 - 315,161 (+)	pre-mRNA splicing factor 	
CNAG_06627	C. neoformans var. grubii H99	CneoH99_Chr07: 315,197 - 317,654 (-)	formin binding protein 3 	
CNAG_06628	C. neoformans var. grubii H99	CneoH99_Chr07: 319,219 - 321,337 (-)	aldehyde dehydrogenase 	
CNAG_06629	C. neoformans var. grubii H99	CneoH99_Chr07: 322,559 - 323,345 (-)	conserved hypothetical protein 	
CNAG_06630	C. neoformans var. grubii H99	CneoH99_Chr07: 324,620 - 326,250 (-)	import inner membrane translocase subunit tim44 	
CNAG_06631	C. neoformans var. grubii H99	CneoH99_Chr07: 326,527 - 329,092 (+)	myosin heavy chain 	
CNAG_06632	C. neoformans var. grubii H99	CneoH99_Chr07: 329,185 - 331,729 (-)	atypical/ABC1/ABC1-B protein kinase 	
CNAG_06633	C. neoformans var. grubii H99	CneoH99_Chr07: 333,926 - 334,961 (-)	40s ribosomal protein s15 	
CNAG_06634	C. neoformans var. grubii H99	CneoH99_Chr07: 335,636 - 337,784 (-)	epsilon DNA polymerase 	
CNAG_06635	C. neoformans var. grubii H99	CneoH99_Chr07: 338,106 - 340,666 (+)	CCR4-NOT transcription complex 	
CNAG_06636	C. neoformans var. grubii H99	CneoH99_Chr07: 342,157 - 344,190 (+)	conserved hypothetical protein 	
CNAG_06637	C. neoformans var. grubii H99	CneoH99_Chr07: 344,742 - 346,981 (-)	ubiquitin specific protease 	
CNAG_06638	C. neoformans var. grubii H99	CneoH99_Chr07: 347,757 - 350,754 (-)	malate dehydrogenase 	
CNAG_06639	C. neoformans var. grubii H99	CneoH99_Chr07: 351,428 - 356,649 (-)	conserved hypothetical protein 	
CNAG_06640	C. neoformans var. grubii H99	CneoH99_Chr07: 357,010 - 359,161 (+)	carboxypeptidase C 	
CNAG_06641	C. neoformans var. grubii H99	CneoH99_Chr07: 359,164 - 361,170 (-)	DNA-directed RNA polymerase III 34 kda polypeptide 	
CNAG_06642	C. neoformans var. grubii H99	CneoH99_Chr07: 361,513 - 370,089 (+)	phosphatidylinositol 3-kinase TOR1 	
CNAG_06643	C. neoformans var. grubii H99	CneoH99_Chr07: 370,275 - 371,938 (+)	conserved hypothetical protein 	
CNAG_06644	C. neoformans var. grubii H99	CneoH99_Chr07: 372,235 - 374,348 (-)	C-22 sterol desaturase 	
CNAG_06645	C. neoformans var. grubii H99	CneoH99_Chr07: 375,690 - 376,948 (+)	methylenetetrahydrofolate dehydrogenase 	
CNAG_06646	C. neoformans var. grubii H99	CneoH99_Chr07: 377,190 - 378,576 (-)	ypt interacting protein 	
CNAG_06647	C. neoformans var. grubii H99	CneoH99_Chr07: 378,894 - 381,476 (+)	CDC1 	
CNAG_06648	C. neoformans var. grubii H99	CneoH99_Chr07: 382,086 - 384,126 (+)	rtf1 protein 	
CNAG_06649	C. neoformans var. grubii H99	CneoH99_Chr07: 384,584 - 385,725 (-)	haloacid dehalogenase 	
CNAG_06650	C. neoformans var. grubii H99	CneoH99_Chr07: 386,801 - 387,709 (-)	predicted protein 	
CNAG_06651	C. neoformans var. grubii H99	CneoH99_Chr07: 388,229 - 389,873 (+)	amidohydrolase 	
CNAG_06652	C. neoformans var. grubii H99	CneoH99_Chr07: 390,974 - 392,935 (-)	allantoate permease 	
CNAG_06653	C. neoformans var. grubii H99	CneoH99_Chr07: 393,732 - 394,439 (+)	hypothetical protein 	
CNAG_06654	C. neoformans var. grubii H99	CneoH99_Chr07: 394,832 - 395,588 (+)	conserved hypothetical protein 	
CNAG_06655	C. neoformans var. grubii H99	CneoH99_Chr07: 395,616 - 397,255 (-)	GPI-anchor transamidase 	
CNAG_06656	C. neoformans var. grubii H99	CneoH99_Chr07: 397,523 - 398,868 (+)	diphthine synthase 	
CNAG_06657	C. neoformans var. grubii H99	CneoH99_Chr07: 399,052 - 400,046 (-)	conserved hypothetical protein 	
CNAG_06658	C. neoformans var. grubii H99	CneoH99_Chr07: 400,466 - 402,555 (+)	rhomboid family membrane protein 	
CNAG_06659	C. neoformans var. grubii H99	CneoH99_Chr07: 403,389 - 405,689 (-)	beta-hexosaminidase 	
CNAG_06660	C. neoformans var. grubii H99	CneoH99_Chr07: 405,884 - 407,830 (-)	conserved hypothetical protein 	
CNAG_06661	C. neoformans var. grubii H99	CneoH99_Chr07: 409,015 - 412,323 (+)	conserved hypothetical protein 	
CNAG_06662	C. neoformans var. grubii H99	CneoH99_Chr07: 413,455 - 414,792 (+)	predicted protein 	
CNAG_06663	C. neoformans var. grubii H99	CneoH99_Chr07: 415,071 - 415,987 (+)	conserved hypothetical protein 	
CNAG_06664	C. neoformans var. grubii H99	CneoH99_Chr07: 416,148 - 418,412 (-)	sorting nexin MVP1 	
CNAG_06665	C. neoformans var. grubii H99	CneoH99_Chr07: 418,607 - 420,533 (+)	conserved hypothetical protein 	
CNAG_06666	C. neoformans var. grubii H99	CneoH99_Chr07: 421,651 - 425,599 (+)	glycogen phosphorylase 	
CNAG_06667	C. neoformans var. grubii H99	CneoH99_Chr07: 425,706 - 427,378 (-)	conserved hypothetical protein 	
CNAG_06668	C. neoformans var. grubii H99	CneoH99_Chr07: 427,761 - 428,855 (-)	mitochondrial protein 	
CNAG_06669	C. neoformans var. grubii H99	CneoH99_Chr07: 429,821 - 430,461 (+)	conserved hypothetical protein 	
CNAG_06670	C. neoformans var. grubii H99	CneoH99_Chr07: 430,531 - 432,090 (-)	splicing factor u2af-associated protein 2 	
CNAG_06671	C. neoformans var. grubii H99	CneoH99_Chr07: 432,658 - 435,943 (+)	TKL-group protein kinase 	
CNAG_06672	C. neoformans var. grubii H99	CneoH99_Chr07: 437,806 - 439,763 (+)	formate dehydrogenase 	
CNAG_06673	C. neoformans var. grubii H99	CneoH99_Chr07: 440,245 - 441,884 (+)	conserved hypothetical protein 	
CNAG_06674	C. neoformans var. grubii H99	CneoH99_Chr07: 441,955 - 446,799 (-)	conserved hypothetical protein 	
CNAG_06675	C. neoformans var. grubii H99	CneoH99_Chr07: 447,157 - 452,244 (+)	conserved hypothetical protein 	
CNAG_06676	C. neoformans var. grubii H99	CneoH99_Chr07: 452,351 - 453,441 (-)	conserved hypothetical protein 	
CNAG_06677	C. neoformans var. grubii H99	CneoH99_Chr07: 454,605 - 455,836 (+)	conserved hypothetical protein 	
CNAG_06678	C. neoformans var. grubii H99	CneoH99_Chr07: 456,484 - 458,975 (-)	enzyme activator 	
CNAG_06679	C. neoformans var. grubii H99	CneoH99_Chr07: 459,347 - 461,215 (+)	anthranilate synthase 	
CNAG_06680	C. neoformans var. grubii H99	CneoH99_Chr07: 461,674 - 463,087 (-)	COP9 complex subunit 6 	
CNAG_06681	C. neoformans var. grubii H99	CneoH99_Chr07: 463,475 - 466,890 (+)	conserved hypothetical protein 	
CNAG_06683	C. neoformans var. grubii H99	CneoH99_Chr07: 475,833 - 480,998 (-)	predicted protein 	
CNAG_06684	C. neoformans var. grubii H99	CneoH99_Chr07: 481,151 - 482,722 (+)	pre-rRNA-processing protein IPI3 	
CNAG_06685	C. neoformans var. grubii H99	CneoH99_Chr07: 482,827 - 485,686 (-)	conserved hypothetical protein 	
CNAG_06686	C. neoformans var. grubii H99	CneoH99_Chr07: 486,000 - 487,060 (+)	conserved hypothetical protein 	
CNAG_06687	C. neoformans var. grubii H99	CneoH99_Chr07: 488,136 - 493,510 (-)	conserved hypothetical protein 	
CNAG_06688	C. neoformans var. grubii H99	CneoH99_Chr07: 493,881 - 496,926 (+)	transmembrane GTPase fzo1 	
CNAG_06689	C. neoformans var. grubii H99	CneoH99_Chr07: 496,973 - 499,002 (-)	cytoplasmic protein 	
CNAG_06690	C. neoformans var. grubii H99	CneoH99_Chr07: 499,205 - 501,369 (+)	conserved hypothetical protein 	
CNAG_06691	C. neoformans var. grubii H99	CneoH99_Chr07: 501,667 - 505,170 (-)	Sip1/TFIP11 interacting protein 	
CNAG_06692	C. neoformans var. grubii H99	CneoH99_Chr07: 505,498 - 506,391 (+)	glucosamine-6-phosphate acetyltransferase 	
CNAG_06693	C. neoformans var. grubii H99	CneoH99_Chr07: 506,505 - 507,674 (-)	conserved hypothetical protein 	
CNAG_06694	C. neoformans var. grubii H99	CneoH99_Chr07: 507,985 - 508,743 (+)	transthyretin family protein 	
CNAG_06695	C. neoformans var. grubii H99	CneoH99_Chr07: 509,004 - 510,459 (-)	conserved hypothetical protein 	
CNAG_06696	C. neoformans var. grubii H99	CneoH99_Chr07: 510,909 - 513,275 (+)	Ppp2r2b protein 	
CNAG_06697	C. neoformans var. grubii H99	CneoH99_Chr07: 514,021 - 516,991 (+)	other/TTK protein kinase 	
CNAG_06698	C. neoformans var. grubii H99	CneoH99_Chr07: 519,709 - 520,891 (-)	phosphatase 	
CNAG_06699	C. neoformans var. grubii H99	CneoH99_Chr07: 523,832 - 525,666 (+)	glyceraldehyde-3-phosphate dehydrogenase 	
CNAG_06703	C. neoformans var. grubii H99	CneoH99_Chr02: 267,920 - 270,025 (+)	conserved hypothetical protein 	
CNAG_06704	C. neoformans var. grubii H99	CneoH99_Chr02: 265,624 - 266,796 (-)	predicted protein 	
CNAG_06705	C. neoformans var. grubii H99	CneoH99_Chr02: 264,264 - 264,905 (-)	predicted protein 	
CNAG_06706	C. neoformans var. grubii H99	CneoH99_Chr02: 262,148 - 263,310 (-)	predicted protein 	
CNAG_06707	C. neoformans var. grubii H99	CneoH99_Chr02: 260,612 - 261,960 (+)	conserved hypothetical protein 	
CNAG_06708	C. neoformans var. grubii H99	CneoH99_Chr02: 258,485 - 259,863 (-)	deoxycytidylate deaminase 	
CNAG_06709	C. neoformans var. grubii H99	CneoH99_Chr02: 254,841 - 258,433 (+)	conserved hypothetical protein 	
CNAG_06710	C. neoformans var. grubii H99	CneoH99_Chr02: 251,902 - 252,661 (+)	conserved hypothetical protein 	
CNAG_06711	C. neoformans var. grubii H99	CneoH99_Chr02: 250,394 - 251,562 (-)	conserved hypothetical protein 	
CNAG_06712	C. neoformans var. grubii H99	CneoH99_Chr02: 249,317 - 250,121 (-)	hypothetical protein 	
CNAG_06713	C. neoformans var. grubii H99	CneoH99_Chr02: 246,475 - 249,178 (+)	cysteine-tRNA ligase 	
CNAG_06714	C. neoformans var. grubii H99	CneoH99_Chr02: 245,079 - 246,048 (-)	endoplasmic reticulum vesicle protein 25 	
CNAG_06715	C. neoformans var. grubii H99	CneoH99_Chr02: 243,971 - 244,790 (-)	conserved hypothetical protein 	
CNAG_06716	C. neoformans var. grubii H99	CneoH99_Chr02: 242,827 - 243,841 (+)	conserved hypothetical protein 	
CNAG_06717	C. neoformans var. grubii H99	CneoH99_Chr02: 241,165 - 242,396 (-)	longevity-assurance protein 	
CNAG_06718	C. neoformans var. grubii H99	CneoH99_Chr02: 239,936 - 240,951 (+)	predicted protein 	
CNAG_06719	C. neoformans var. grubii H99	CneoH99_Chr02: 235,880 - 239,543 (+)	conserved hypothetical protein 	
CNAG_06722	C. neoformans var. grubii H99	CneoH99_Chr02: 229,364 - 231,019 (+)	conserved hypothetical protein 	
CNAG_06723	C. neoformans var. grubii H99	CneoH99_Chr02: 227,225 - 228,386 (-)	mitochondrial inner membrane protein 	
CNAG_06724	C. neoformans var. grubii H99	CneoH99_Chr02: 224,909 - 227,024 (+)	DNA strand annealing 	
CNAG_06725	C. neoformans var. grubii H99	CneoH99_Chr02: 222,575 - 224,542 (-)	DNA polymerase Delta 	
CNAG_06726	C. neoformans var. grubii H99	CneoH99_Chr02: 219,651 - 222,324 (+)	chitin synthase regulator 3 	
CNAG_06727	C. neoformans var. grubii H99	CneoH99_Chr02: 213,693 - 216,968 (-)	conserved hypothetical protein 	
CNAG_06728	C. neoformans var. grubii H99	CneoH99_Chr02: 209,220 - 212,783 (+)	kinesin 	
CNAG_06729	C. neoformans var. grubii H99	CneoH99_Chr02: 208,340 - 208,824 (-)	conserved hypothetical protein 	
CNAG_06730	C. neoformans var. grubii H99	CneoH99_Chr02: 206,338 - 207,772 (+)	CMGC/GSK protein kinase 	
CNAG_06731	C. neoformans var. grubii H99	CneoH99_Chr02: 202,086 - 204,779 (+)	conserved hypothetical protein 	
CNAG_06732	C. neoformans var. grubii H99	CneoH99_Chr02: 195,269 - 201,763 (+)	conserved hypothetical protein 	
CNAG_06733	C. neoformans var. grubii H99	CneoH99_Chr02: 193,367 - 194,925 (-)	conserved hypothetical protein 	
CNAG_06734	C. neoformans var. grubii H99	CneoH99_Chr02: 192,659 - 193,261 (+)	predicted protein 	
CNAG_06737	C. neoformans var. grubii H99	CneoH99_Chr02: 180,985 - 184,351 (+)	vacuolar protein sorting-associated protein 	
CNAG_06738	C. neoformans var. grubii H99	CneoH99_Chr02: 177,993 - 180,506 (-)	conserved hypothetical protein 	
CNAG_06739	C. neoformans var. grubii H99	CneoH99_Chr02: 174,289 - 177,230 (-)	adenosylmethionine-8-amino-7-oxononanoate transaminase 	
CNAG_06740	C. neoformans var. grubii H99	CneoH99_Chr02: 169,786 - 173,420 (-)	septation protein imp2 	
CNAG_06741	C. neoformans var. grubii H99	CneoH99_Chr02: 167,006 - 169,638 (+)	DEAD box RNA helicase 	
CNAG_06742	C. neoformans var. grubii H99	CneoH99_Chr02: 165,196 - 166,827 (-)	cytoplasmic protein 	
CNAG_06743	C. neoformans var. grubii H99	CneoH99_Chr02: 164,275 - 164,984 (-)	conserved hypothetical protein 	
CNAG_06744	C. neoformans var. grubii H99	CneoH99_Chr02: 161,809 - 164,134 (+)	conserved hypothetical protein 	
CNAG_06745	C. neoformans var. grubii H99	CneoH99_Chr02: 160,441 - 161,235 (+)	histone H3 	
CNAG_06746	C. neoformans var. grubii H99	CneoH99_Chr02: 158,102 - 158,875 (+)	histone h2b 	
CNAG_06747	C. neoformans var. grubii H99	CneoH99_Chr02: 157,015 - 157,721 (-)	histone H2A-1 	
CNAG_06748	C. neoformans var. grubii H99	CneoH99_Chr02: 153,856 - 155,939 (+)	U3 snoRNP-associated protein Utp7 	
CNAG_06749	C. neoformans var. grubii H99	CneoH99_Chr02: 150,656 - 152,503 (+)	conserved hypothetical protein 	
CNAG_06750	C. neoformans var. grubii H99	CneoH99_Chr02: 146,902 - 148,402 (-)	conserved hypothetical protein 	
CNAG_06751	C. neoformans var. grubii H99	CneoH99_Chr02: 143,968 - 146,581 (+)	conserved hypothetical protein 	
CNAG_06752	C. neoformans var. grubii H99	CneoH99_Chr02: 140,533 - 142,531 (-)	conserved hypothetical protein 	
CNAG_06753	C. neoformans var. grubii H99	CneoH99_Chr02: 136,158 - 139,472 (+)	cap binding protein 	
CNAG_06754	C. neoformans var. grubii H99	CneoH99_Chr02: 131,935 - 135,850 (+)	pol II transcription elongation factor 	
CNAG_06755	C. neoformans var. grubii H99	CneoH99_Chr02: 128,924 - 131,579 (-)	threonine-tRNA ligase 	
CNAG_06756	C. neoformans var. grubii H99	CneoH99_Chr02: 127,223 - 128,173 (-)	pre-rRNA-processing protein ESF2 	
CNAG_06757	C. neoformans var. grubii H99	CneoH99_Chr02: 124,805 - 126,099 (+)	conserved hypothetical protein 	
CNAG_06758	C. neoformans var. grubii H99	CneoH99_Chr02: 120,810 - 122,914 (+)	efflux protein 	
CNAG_06759	C. neoformans var. grubii H99	CneoH99_Chr02: 117,706 - 119,165 (+)	dehydrogenase 	
CNAG_06760	C. neoformans var. grubii H99	CneoH99_Chr02: 115,138 - 116,539 (+)	conserved hypothetical protein 	
CNAG_06761	C. neoformans var. grubii H99	CneoH99_Chr02: 111,627 - 114,344 (-)	siderophore-iron transporter Str1 	
CNAG_06762	C. neoformans var. grubii H99	CneoH99_Chr02: 109,097 - 110,800 (+)	conserved hypothetical protein 	
CNAG_06763	C. neoformans var. grubii H99	CneoH99_Chr02: 106,001 - 107,785 (-)	seryl-tRNA synthetase 	
CNAG_06764	C. neoformans var. grubii H99	CneoH99_Chr02: 104,197 - 105,603 (+)	short-chain dehydrogenase 	
CNAG_06765	C. neoformans var. grubii H99	CneoH99_Chr02: 98,930 - 103,013 (+)	conserved hypothetical protein 	
CNAG_06766	C. neoformans var. grubii H99	CneoH99_Chr02: 91,243 - 94,432 (+)	small nucleolar ribonucleoprotein complex subunit Utp14 	
CNAG_06767	C. neoformans var. grubii H99	CneoH99_Chr02: 89,661 - 90,475 (-)	ATP synthase delta chain 	
CNAG_06769	C. neoformans var. grubii H99	CneoH99_Chr02: 84,279 - 88,794 (+)	gamma DNA-directed DNA polymerase 	
CNAG_06770	C. neoformans var. grubii H99	CneoH99_Chr02: 81,821 - 83,773 (+)	fructose-bisphosphate aldolase 	
CNAG_06771	C. neoformans var. grubii H99	CneoH99_Chr02: 79,546 - 80,841 (+)	conserved hypothetical protein 	
CNAG_06772	C. neoformans var. grubii H99	CneoH99_Chr02: 77,282 - 78,750 (+)	nuclear pore protein seh1 	
CNAG_06773	C. neoformans var. grubii H99	CneoH99_Chr02: 74,190 - 77,082 (-)	protein transport protein SEC24 	
CNAG_06774	C. neoformans var. grubii H99	CneoH99_Chr02: 71,463 - 72,903 (+)	tRNA (guanine-N7-)-methyltransferase 	
CNAG_06775	C. neoformans var. grubii H99	CneoH99_Chr02: 70,120 - 71,200 (-)	conserved hypothetical protein 	
CNAG_06776	C. neoformans var. grubii H99	CneoH99_Chr02: 67,638 - 69,807 (+)	membrane protein 	
CNAG_06777	C. neoformans var. grubii H99	CneoH99_Chr02: 64,977 - 66,797 (+)	fructosyl amino acid oxidase 	
CNAG_06778	C. neoformans var. grubii H99	CneoH99_Chr02: 62,105 - 63,684 (+)	serine/threonine kinase receptor associated protein 	
CNAG_06779	C. neoformans var. grubii H99	CneoH99_Chr02: 60,778 - 61,451 (-)	pre-mRNA splicing factor 	
CNAG_06780	C. neoformans var. grubii H99	CneoH99_Chr02: 56,992 - 59,043 (-)	conserved hypothetical protein 	
CNAG_06781	C. neoformans var. grubii H99	CneoH99_Chr02: 53,667 - 54,625 (-)	conserved hypothetical protein 	
CNAG_06782	C. neoformans var. grubii H99	CneoH99_Chr02: 51,732 - 53,552 (+)	conserved hypothetical protein 	
CNAG_06783	C. neoformans var. grubii H99	CneoH99_Chr02: 49,581 - 51,039 (+)	enoyl reductase 	
CNAG_06784	C. neoformans var. grubii H99	CneoH99_Chr02: 47,174 - 49,458 (+)	conserved hypothetical protein 	
CNAG_06785	C. neoformans var. grubii H99	CneoH99_Chr02: 45,181 - 46,627 (-)	kynurenine 3-monooxygenase 	
CNAG_06786	C. neoformans var. grubii H99	CneoH99_Chr02: 43,655 - 44,781 (+)	conserved hypothetical protein 	
CNAG_06787	C. neoformans var. grubii H99	CneoH99_Chr02: 40,204 - 42,178 (-)	metacaspase 	
CNAG_06790	C. neoformans var. grubii H99	CneoH99_Chr02: 31,547 - 36,785 (-)	conserved hypothetical protein 	
CNAG_06791	C. neoformans var. grubii H99	CneoH99_Chr02: 29,610 - 31,026 (-)	conserved hypothetical protein 	
CNAG_06792	C. neoformans var. grubii H99	CneoH99_Chr02: 27,395 - 28,633 (+)	conserved hypothetical protein 	
CNAG_06793	C. neoformans var. grubii H99	CneoH99_Chr02: 23,204 - 26,799 (-)	exonuclease 	
CNAG_06794	C. neoformans var. grubii H99	CneoH99_Chr02: 21,313 - 22,811 (-)	conserved hypothetical protein 	
CNAG_06795	C. neoformans var. grubii H99	CneoH99_Chr02: 19,646 - 20,885 (+)	conserved hypothetical protein 	
CNAG_06796	C. neoformans var. grubii H99	CneoH99_Chr02: 17,727 - 19,009 (+)	conserved hypothetical protein 	
CNAG_06797	C. neoformans var. grubii H99	CneoH99_Chr02: 10,747 - 17,003 (-)	conserved hypothetical protein 	
CNAG_06798	C. neoformans var. grubii H99	CneoH99_Chr02: 8,116 - 10,517 (+)	WD-repeat protein 	
CNAG_06799	C. neoformans var. grubii H99	CneoH99_Chr02: 6,639 - 7,972 (-)	uroporphyrinogen decarboxylase 	
CNAG_06800	C. neoformans var. grubii H99	CneoH99_Chr02: 5,343 - 6,057 (+)	conserved hypothetical protein 	
CNAG_06801	C. neoformans var. grubii H99	CneoH99_Chr02: 2,794 - 3,904 (+)	conserved hypothetical protein 	
CNAG_06802	C. neoformans var. grubii H99	CneoH99_Chr02: 20 - 500 (+)	conserved hypothetical protein 	
CNAG_06804	C. neoformans var. grubii H99	CneoH99_Chr05: 215,900 - 218,759 (-)	BSP3 	
CNAG_06805	C. neoformans var. grubii H99	CneoH99_Chr05: 214,530 - 215,070 (+)	predicted protein 	
CNAG_06806	C. neoformans var. grubii H99	CneoH99_Chr05: 212,128 - 213,909 (+)	ETF1 	
CNAG_06807	C. neoformans var. grubii H99	CneoH99_Chr05: 210,557 - 211,580 (-)	conserved hypothetical protein 	
CNAG_06808	C. neoformans var. grubii H99	CneoH99_Chr05: 208,374 - 209,695 (-)	pheromone receptor CPRalpha 	
CNAG_06809	C. neoformans var. grubii H99	CneoH99_Chr05: 204,581 - 207,225 (-)	other/IKS protein kinase 	
CNAG_06810	C. neoformans var. grubii H99	CneoH99_Chr05: 202,817 - 203,924 (+)	predicted protein 	
CNAG_06811	C. neoformans var. grubii H99	CneoH99_Chr05: 201,102 - 201,756 (+)	RPL22 	
CNAG_06812	C. neoformans var. grubii H99	CneoH99_Chr05: 194,439 - 200,633 (-)	SPO14 	
CNAG_06813	C. neoformans var. grubii H99	CneoH99_Chr05: 189,564 - 192,096 (-)	CAP1 	
CNAG_06814	C. neoformans var. grubii H99	CneoH99_Chr05: 185,841 - 187,702 (+)	SXI1 	
CNAG_06815	C. neoformans var. grubii H99	CneoH99_Chr05: 183,686 - 185,652 (+)	FAO1 	
