[Gene ID]	[source_id]	[Genomic Location (Gene)]	[Product Description]	
CNAG_12359	CNAG_12359-t26_1	CP003823.1:278,521..279,829(+)	hypothetical RNA	
CNAG_12360	CNAG_12360-t26_1	CP003823.1:313,921..314,322(-)	hypothetical RNA	
CNAG_12361	CNAG_12361-t26_1	CP003823.1:327,849..329,921(-)	hypothetical RNA	
CNAG_12362	CNAG_12362-t26_1	CP003823.1:349,806..350,480(+)	hypothetical RNA	
CNAG_12363	CNAG_12363-t26_1	CP003823.1:359,311..362,601(+)	hypothetical RNA	
CNAG_12364	CNAG_12364-t26_1	CP003823.1:361,838..362,625(-)	hypothetical RNA	
CNAG_12365	CNAG_12365-t26_1	CP003823.1:369,118..371,841(+)	hypothetical RNA	
CNAG_12366	CNAG_12366-t26_1	CP003823.1:418,709..419,133(-)	hypothetical RNA	
CNAG_12367	CNAG_12367-t26_1	CP003823.1:436,016..437,344(+)	hypothetical RNA	
CNAG_12368	CNAG_12368-t26_1	CP003823.1:456,607..457,870(-)	hypothetical RNA	
CNAG_12369	CNAG_12369-t26_1	CP003823.1:469,298..470,054(-)	hypothetical RNA	
CNAG_12370	CNAG_12370-t26_1	CP003823.1:530,594..531,216(+)	hypothetical RNA	
CNAG_12371	CNAG_12371-t26_1	CP003823.1:542,834..543,432(+)	hypothetical RNA	
CNAG_12372	CNAG_12372-t26_1	CP003823.1:552,454..552,760(+)	hypothetical RNA	
CNAG_12373	CNAG_12373-t26_1	CP003823.1:573,678..574,164(-)	hypothetical RNA	
CNAG_12374	CNAG_12374-t26_1	CP003823.1:580,056..580,770(+)	hypothetical RNA	
CNAG_12375	CNAG_12375-t26_1	CP003823.1:583,526..585,232(+)	hypothetical RNA	
CNAG_12376	CNAG_12376-t26_1	CP003823.1:587,346..588,146(-)	hypothetical RNA	
CNAG_12377	CNAG_12377-t26_1	CP003823.1:588,993..589,619(+)	hypothetical RNA	
CNAG_12378	CNAG_12378-t26_1	CP003823.1:590,540..591,097(-)	hypothetical RNA	
CNAG_12379	CNAG_12379-t26_1	CP003823.1:607,650..608,070(-)	hypothetical RNA	
CNAG_12380	CNAG_12380-t26_1	CP003823.1:611,728..611,988(-)	hypothetical RNA	
CNAG_12381	CNAG_12381-t26_1	CP003823.1:613,529..614,906(-)	hypothetical RNA	
CNAG_12382	CNAG_12382-t26_1	CP003823.1:630,501..632,179(+)	hypothetical RNA	
CNAG_12383	CNAG_12383-t26_1	CP003823.1:651,585..651,988(+)	hypothetical RNA	
CNAG_12384	CNAG_12384-t26_1	CP003823.1:751,904..752,403(-)	hypothetical RNA	
CNAG_12385	CNAG_12385-t26_1	CP003823.1:776,801..777,953(+)	hypothetical RNA	
CNAG_12386	CNAG_12386-t26_1	CP003823.1:793,928..795,123(-)	hypothetical RNA	
CNAG_12387	CNAG_12387-t26_1	CP003823.1:826,826..828,323(-)	hypothetical RNA	
CNAG_12388	CNAG_12388-t26_1	CP003823.1:828,412..828,854(+)	hypothetical RNA	
CNAG_12389	CNAG_12389-t26_1	CP003823.1:845,752..846,978(+)	hypothetical RNA	
CNAG_12390	CNAG_12390-t26_1	CP003823.1:855,767..856,605(-)	hypothetical RNA	
CNAG_12391	CNAG_12391-t26_1	CP003823.1:879,077..879,995(+)	hypothetical RNA	
CNAG_12392	CNAG_12392-t26_1	CP003823.1:884,508..885,215(-)	hypothetical RNA	
CNAG_12393	CNAG_12393-t26_1	CP003823.1:909,794..910,412(+)	hypothetical RNA	
CNAG_12394	CNAG_12394-t26_1	CP003823.1:909,964..910,417(-)	hypothetical RNA	
CNAG_12395	CNAG_12395-t26_1	CP003823.1:917,975..918,623(-)	hypothetical RNA	
CNAG_12396	CNAG_12396-t26_1	CP003823.1:931,731..932,802(-)	hypothetical RNA	
CNAG_12397	CNAG_12397-t26_1	CP003823.1:940,570..941,878(+)	hypothetical RNA	
CNAG_12398	CNAG_12398-t26_1	CP003823.1:943,710..944,254(+)	hypothetical RNA	
CNAG_12399	CNAG_12399-t26_1	CP003823.1:944,325..944,855(+)	hypothetical RNA	
CNAG_12400	CNAG_12400-t26_1	CP003823.1:944,936..945,699(-)	hypothetical RNA	
CNAG_12401	CNAG_12401-t26_1	CP003823.1:949,367..950,159(-)	hypothetical RNA	
CNAG_12402	CNAG_12402-t26_1	CP003823.1:991,734..992,270(+)	hypothetical RNA	
CNAG_12403	CNAG_12403-t26_1	CP003823.1:996,926..998,559(-)	hypothetical RNA	
CNAG_12404	CNAG_12404-t26_1	CP003823.1:999,014..999,418(+)	hypothetical RNA	
CNAG_12405	CNAG_12405-t26_1	CP003823.1:1,033,737..1,034,880(+)	hypothetical RNA	
CNAG_12406	CNAG_12406-t26_1	CP003823.1:1,043,485..1,044,035(-)	hypothetical RNA	
CNAG_12407	CNAG_12407-t26_1	CP003823.1:1,048,971..1,049,432(-)	hypothetical RNA	
CNAG_12408	CNAG_12408-t26_1	CP003824.1:13,058..13,727(+)	hypothetical RNA	
CNAG_12409	CNAG_12409-t26_1	CP003824.1:20,093..20,699(-)	hypothetical RNA	
CNAG_12410	CNAG_12410-t26_1	CP003824.1:27,599..29,591(-)	hypothetical RNA	
CNAG_12411	CNAG_12411-t26_1	CP003824.1:32,160..32,986(-)	hypothetical RNA	
CNAG_12412	CNAG_12412-t26_1	CP003824.1:62,807..65,337(-)	hypothetical RNA	
CNAG_12413	CNAG_12413-t26_1	CP003824.1:66,762..67,394(-)	hypothetical RNA	
CNAG_12414	CNAG_12414-t26_1	CP003824.1:74,224..74,652(-)	hypothetical RNA	
CNAG_12415	CNAG_12415-t26_1	CP003824.1:91,143..93,053(-)	hypothetical RNA	
CNAG_12416	CNAG_12416-t26_1	CP003824.1:93,144..93,653(-)	hypothetical RNA	
CNAG_12417	CNAG_12417-t26_1	CP003824.1:118,216..119,015(-)	hypothetical RNA	
CNAG_12418	CNAG_12418-t26_1	CP003824.1:144,313..146,217(-)	hypothetical RNA	
CNAG_12419	CNAG_12419-t26_1	CP003824.1:156,291..158,025(+)	hypothetical RNA	
CNAG_12420	CNAG_12420-t26_1	CP003824.1:182,123..183,182(+)	hypothetical RNA	
CNAG_12421	CNAG_12421-t26_1	CP003824.1:185,870..187,569(-)	hypothetical RNA	
CNAG_12422	CNAG_12422-t26_1	CP003824.1:189,214..189,533(+)	hypothetical RNA	
CNAG_12423	CNAG_12423-t26_1	CP003824.1:192,372..192,704(-)	hypothetical RNA	
CNAG_12424	CNAG_12424-t26_1	CP003824.1:192,935..194,380(+)	hypothetical RNA	
CNAG_12425	CNAG_12425-t26_1	CP003824.1:207,817..208,498(+)	hypothetical RNA	
CNAG_12426	CNAG_12426-t26_1	CP003824.1:214,174..214,705(-)	hypothetical RNA	
CNAG_12427	CNAG_12427-t26_1	CP003824.1:223,329..223,829(+)	hypothetical RNA	
CNAG_12428	CNAG_12428-t26_1	CP003824.1:269,260..270,268(-)	hypothetical RNA	
CNAG_12429	CNAG_12429-t26_1	CP003824.1:276,399..277,159(+)	hypothetical RNA	
CNAG_12430	CNAG_12430-t26_1	CP003824.1:308,645..309,424(+)	hypothetical RNA	
CNAG_12432	CNAG_12432-t26_1	CP003824.1:322,547..323,604(+)	hypothetical RNA	
CNAG_12433	CNAG_12433-t26_1	CP003824.1:332,518..333,092(-)	hypothetical RNA	
CNAG_12434	CNAG_12434-t26_1	CP003824.1:435,691..436,141(-)	hypothetical RNA	
CNAG_12435	CNAG_12435-t26_1	CP003824.1:441,223..441,983(+)	hypothetical RNA	
CNAG_12436	CNAG_12436-t26_1	CP003824.1:454,828..455,143(-)	hypothetical RNA	
CNAG_12437	CNAG_12437-t26_1	CP003824.1:475,423..475,808(+)	hypothetical RNA	
CNAG_12438	CNAG_12438-t26_1	CP003824.1:476,416..478,594(+)	hypothetical RNA	
CNAG_12439	CNAG_12439-t26_1	CP003824.1:523,533..524,209(+)	hypothetical RNA	
CNAG_12440	CNAG_12440-t26_1	CP003824.1:540,418..542,302(+)	hypothetical RNA	
CNAG_12441	CNAG_12441-t26_1	CP003824.1:542,440..543,000(+)	hypothetical RNA	
CNAG_12442	CNAG_12442-t26_1	CP003824.1:572,433..572,971(+)	hypothetical RNA	
CNAG_12443	CNAG_12443-t26_1	CP003824.1:587,152..589,983(+)	hypothetical RNA	
CNAG_12444	CNAG_12444-t26_1	CP003824.1:629,958..630,936(+)	hypothetical RNA	
CNAG_12445	CNAG_12445-t26_1	CP003824.1:641,084..641,391(-)	hypothetical RNA	
CNAG_12446	CNAG_12446-t26_1	CP003824.1:662,043..663,616(-)	hypothetical RNA	
CNAG_12447	CNAG_12447-t26_1	CP003824.1:688,735..689,192(+)	hypothetical RNA	
CNAG_12448	CNAG_12448-t26_1	CP003824.1:700,589..702,314(+)	hypothetical RNA	
CNAG_12449	CNAG_12449-t26_1	CP003824.1:703,305..705,237(+)	hypothetical RNA	
CNAG_12450	CNAG_12450-t26_1	CP003824.1:719,616..720,059(+)	hypothetical RNA	
CNAG_12451	CNAG_12451-t26_1	CP003824.1:743,264..743,971(+)	hypothetical RNA	
CNAG_12452	CNAG_12452-t26_1	CP003824.1:786,122..786,632(+)	hypothetical RNA	
CNAG_12453	CNAG_12453-t26_1	CP003824.1:842,257..843,730(-)	hypothetical RNA	
CNAG_12454	CNAG_12454-t26_1	CP003824.1:842,361..842,856(+)	hypothetical RNA	
CNAG_12455	CNAG_12455-t26_1	CP003824.1:858,992..862,673(+)	hypothetical RNA	
CNAG_12456	CNAG_12456-t26_1	CP003824.1:871,833..872,487(-)	hypothetical RNA	
CNAG_12457	CNAG_12457-t26_1	CP003824.1:879,456..881,409(+)	hypothetical RNA	
CNAG_12458	CNAG_12458-t26_1	CP003824.1:910,198..910,921(+)	hypothetical RNA	
CNAG_12459	CNAG_12459-t26_1	CP003824.1:1,037,495..1,037,810(-)	hypothetical RNA	
CNAG_12460	CNAG_12460-t26_1	CP003824.1:1,043,071..1,043,388(-)	hypothetical RNA	
CNAG_12461	CNAG_12461-t26_1	CP003824.1:1,098,779..1,100,516(-)	hypothetical RNA	
CNAG_12462	CNAG_12462-t26_1	CP003824.1:1,117,421..1,117,674(-)	hypothetical RNA	
CNAG_12463	CNAG_12463-t26_1	CP003824.1:1,120,748..1,121,740(+)	hypothetical RNA	
CNAG_12464	CNAG_12464-t26_1	CP003824.1:1,139,475..1,139,724(+)	hypothetical RNA	
CNAG_12465	CNAG_12465-t26_1	CP003824.1:1,139,531..1,139,797(-)	hypothetical RNA	
CNAG_12466	CNAG_12466-t26_1	CP003824.1:1,153,682..1,154,025(+)	hypothetical RNA	
CNAG_12467	CNAG_12467-t26_1	CP003824.1:1,154,158..1,154,359(+)	hypothetical RNA	
CNAG_12468	CNAG_12468-t26_1	CP003824.1:1,157,517..1,158,098(-)	hypothetical RNA	
CNAG_12469	CNAG_12469-t26_1	CP003824.1:1,161,551..1,162,019(+)	hypothetical RNA	
CNAG_12470	CNAG_12470-t26_1	CP003824.1:1,186,506..1,187,397(+)	hypothetical RNA	
CNAG_12471	CNAG_12471-t26_1	CP003824.1:1,186,671..1,187,404(-)	hypothetical RNA	
CNAG_12472	CNAG_12472-t26_1	CP003824.1:1,205,988..1,208,398(+)	hypothetical RNA	
CNAG_12473	CNAG_12473-t26_1	CP003824.1:1,244,858..1,245,876(-)	hypothetical RNA	
CNAG_12474	CNAG_12474-t26_1	CP003824.1:1,255,031..1,255,521(+)	hypothetical RNA	
CNAG_12475	CNAG_12475-t26_1	CP003824.1:1,260,942..1,261,287(+)	hypothetical RNA	
CNAG_12476	CNAG_12476-t26_1	CP003824.1:1,263,454..1,264,175(-)	hypothetical RNA	
CNAG_12477	CNAG_12477-t26_1	CP003824.1:1,264,684..1,264,837(+)	hypothetical RNA	
CNAG_12478	CNAG_12478-t26_1	CP003824.1:1,269,364..1,269,633(-)	hypothetical RNA	
CNAG_12479	CNAG_12479-t26_1	CP003824.1:1,273,874..1,274,649(+)	hypothetical RNA	
CNAG_12480	CNAG_12480-t26_1	CP003824.1:1,324,572..1,324,756(-)	hypothetical RNA	
CNAG_12481	CNAG_12481-t26_1	CP003824.1:1,337,745..1,338,300(+)	hypothetical RNA	
CNAG_12482	CNAG_12482-t26_1	CP003824.1:1,349,878..1,352,361(-)	hypothetical RNA	
CNAG_12483	CNAG_12483-t26_1	CP003824.1:1,361,682..1,362,089(+)	hypothetical RNA	
CNAG_12484	CNAG_12484-t26_1	CP003824.1:1,365,926..1,366,636(+)	hypothetical RNA	
CNAG_12485	CNAG_12485-t26_1	CP003824.1:1,369,396..1,369,940(+)	hypothetical RNA	
CNAG_12486	CNAG_12486-t26_1	CP003824.1:1,417,735..1,418,017(-)	hypothetical RNA	
CNAG_12487	CNAG_12487-t26_1	CP003824.1:1,512,851..1,514,423(-)	hypothetical RNA	
CNAG_12488	CNAG_12488-t26_1	CP003824.1:1,514,914..1,516,073(+)	hypothetical RNA	
CNAG_12489	CNAG_12489-t26_1	CP003824.1:1,535,265..1,536,362(-)	hypothetical RNA	
CNAG_12490	CNAG_12490-t26_1	CP003824.1:1,539,284..1,539,957(-)	hypothetical RNA	
CNAG_12491	CNAG_12491-t26_1	CP003824.1:1,560,093..1,560,739(-)	hypothetical RNA	
CNAG_12492	CNAG_12492-t26_1	CP003824.1:1,563,462..1,564,073(-)	hypothetical RNA	
CNAG_12493	CNAG_12493-t26_1	CP003824.1:1,595,971..1,597,684(+)	hypothetical RNA	
CNAG_12494	CNAG_12494-t26_1	CP003824.1:1,614,302..1,615,396(+)	hypothetical RNA	
CNAG_12495	CNAG_12495-t26_1	CP003824.1:1,619,334..1,620,021(-)	hypothetical RNA	
CNAG_12496	CNAG_12496-t26_1	CP003824.1:1,628,037..1,628,309(+)	hypothetical RNA	
CNAG_12497	CNAG_12497-t26_1	CP003824.1:1,632,181..1,633,651(+)	hypothetical RNA	
CNAG_12498	CNAG_12498-t26_1	CP003824.1:1,645,122..1,648,025(+)	hypothetical RNA	
CNAG_12499	CNAG_12499-t26_1	CP003824.1:1,648,595..1,649,118(+)	hypothetical RNA	
CNAG_12500	CNAG_12500-t26_1	CP003824.1:1,652,626..1,653,851(-)	hypothetical RNA	
CNAG_12501	CNAG_12501-t26_1	CP003824.1:1,673,789..1,675,978(-)	hypothetical RNA	
CNAG_12502	CNAG_12502-t26_1	CP003824.1:1,684,308..1,685,262(+)	hypothetical RNA	
CNAG_12503	CNAG_12503-t26_1	CP003824.1:1,687,153..1,690,413(+)	hypothetical RNA	
CNAG_12504	CNAG_12504-t26_1	CP003824.1:1,695,420..1,696,232(+)	hypothetical RNA	
CNAG_12505	CNAG_12505-t26_1	CP003824.1:1,698,766..1,699,580(-)	hypothetical RNA	
CNAG_12506	CNAG_12506-t26_1	CP003824.1:1,700,857..1,701,297(-)	hypothetical RNA	
CNAG_12507	CNAG_12507-t26_1	CP003824.1:1,708,907..1,709,262(+)	hypothetical RNA	
CNAG_12508	CNAG_12508-t26_1	CP003824.1:1,709,108..1,710,785(-)	hypothetical RNA	
CNAG_12509	CNAG_12509-t26_1	CP003824.1:1,727,848..1,728,567(-)	hypothetical RNA	
CNAG_12510	CNAG_12510-t26_1	CP003824.1:1,734,292..1,736,476(-)	hypothetical RNA	
CNAG_12511	CNAG_12511-t26_1	CP003824.1:1,773,607..1,774,179(+)	hypothetical RNA	
CNAG_12512	CNAG_12512-t26_1	CP003824.1:1,781,531..1,782,068(+)	hypothetical RNA	
CNAG_12513	CNAG_12513-t26_1	CP003824.1:1,796,273..1,797,403(-)	hypothetical RNA	
CNAG_12514	CNAG_12514-t26_1	CP003825.1:7,572..8,128(+)	hypothetical RNA	
CNAG_12515	CNAG_12515-t26_1	CP003825.1:55,241..57,131(+)	hypothetical RNA	
CNAG_12516	CNAG_12516-t26_1	CP003825.1:65,112..67,196(-)	hypothetical RNA	
CNAG_12517	CNAG_12517-t26_1	CP003825.1:67,344..67,912(+)	hypothetical RNA	
CNAG_12518	CNAG_12518-t26_1	CP003825.1:83,181..84,599(+)	hypothetical RNA	
CNAG_12519	CNAG_12519-t26_1	CP003825.1:107,515..109,259(-)	hypothetical RNA	
CNAG_12520	CNAG_12520-t26_1	CP003825.1:107,764..109,820(+)	hypothetical RNA	
CNAG_12521	CNAG_12521-t26_1	CP003825.1:109,918..110,317(-)	hypothetical RNA	
CNAG_12522	CNAG_12522-t26_1	CP003825.1:128,887..130,592(+)	hypothetical RNA	
CNAG_12523	CNAG_12523-t26_1	CP003825.1:164,121..164,500(+)	hypothetical RNA	
CNAG_12524	CNAG_12524-t26_1	CP003825.1:170,498..170,816(+)	hypothetical RNA	
CNAG_12525	CNAG_12525-t26_1	CP003825.1:170,598..171,574(-)	hypothetical RNA	
CNAG_12526	CNAG_12526-t26_1	CP003825.1:196,702..198,523(+)	hypothetical RNA	
CNAG_12527	CNAG_12527-t26_1	CP003825.1:201,849..203,070(-)	hypothetical RNA	
CNAG_12528	CNAG_12528-t26_1	CP003825.1:208,571..209,419(-)	hypothetical RNA	
CNAG_12529	CNAG_12529-t26_1	CP003825.1:220,376..221,215(+)	hypothetical RNA	
CNAG_12530	CNAG_12530-t26_1	CP003825.1:223,801..224,596(-)	hypothetical RNA	
CNAG_12531	CNAG_12531-t26_1	CP003825.1:228,954..229,861(-)	hypothetical RNA	
CNAG_12532	CNAG_12532-t26_1	CP003825.1:236,608..237,835(+)	hypothetical RNA	
CNAG_12533	CNAG_12533-t26_1	CP003825.1:251,770..251,973(-)	hypothetical RNA	
CNAG_12534	CNAG_12534-t26_1	CP003825.1:264,439..266,028(-)	hypothetical RNA	
CNAG_12535	CNAG_12535-t26_1	CP003825.1:266,309..267,708(+)	hypothetical RNA	
CNAG_12536	CNAG_12536-t26_1	CP003825.1:281,689..282,691(-)	hypothetical RNA	
CNAG_12537	CNAG_12537-t26_1	CP003825.1:304,958..306,178(+)	hypothetical RNA	
CNAG_12538	CNAG_12538-t26_1	CP003825.1:323,887..325,524(-)	hypothetical RNA	
CNAG_12539	CNAG_12539-t26_1	CP003825.1:325,987..330,596(+)	hypothetical RNA	
CNAG_12540	CNAG_12540-t26_1	CP003825.1:331,873..333,656(-)	hypothetical RNA	
CNAG_12541	CNAG_12541-t26_1	CP003825.1:376,567..379,758(-)	hypothetical RNA	
CNAG_12542	CNAG_12542-t26_1	CP003825.1:387,004..387,834(+)	hypothetical RNA	
CNAG_12543	CNAG_12543-t26_1	CP003825.1:387,770..388,206(-)	hypothetical RNA	
CNAG_12544	CNAG_12544-t26_1	CP003825.1:388,927..390,128(-)	hypothetical RNA	
CNAG_12545	CNAG_12545-t26_1	CP003825.1:389,228..389,680(+)	hypothetical RNA	
CNAG_12546	CNAG_12546-t26_1	CP003825.1:431,733..432,725(+)	hypothetical RNA	
CNAG_12547	CNAG_12547-t26_1	CP003825.1:435,668..436,486(-)	hypothetical RNA	
CNAG_12548	CNAG_12548-t26_1	CP003825.1:447,916..449,701(-)	hypothetical RNA	
CNAG_12549	CNAG_12549-t26_1	CP003825.1:458,222..459,341(-)	hypothetical RNA	
CNAG_12550	CNAG_12550-t26_1	CP003825.1:494,458..495,493(-)	hypothetical RNA	
CNAG_12551	CNAG_12551-t26_1	CP003825.1:495,514..496,537(-)	hypothetical RNA	
CNAG_12552	CNAG_12552-t26_1	CP003825.1:495,672..498,866(+)	hypothetical RNA	
CNAG_12553	CNAG_12553-t26_1	CP003825.1:496,562..497,047(-)	hypothetical RNA	
CNAG_12554	CNAG_12554-t26_1	CP003825.1:516,569..517,297(-)	hypothetical RNA	
CNAG_12555	CNAG_12555-t26_1	CP003825.1:519,531..521,024(-)	hypothetical RNA	
CNAG_12556	CNAG_12556-t26_1	CP003825.1:533,246..533,867(-)	hypothetical RNA	
CNAG_12557	CNAG_12557-t26_1	CP003825.1:558,468..559,012(-)	hypothetical RNA	
CNAG_12558	CNAG_12558-t26_1	CP003825.1:582,287..583,277(+)	hypothetical RNA	
CNAG_12559	CNAG_12559-t26_1	CP003825.1:583,725..584,384(-)	hypothetical RNA	
CNAG_12560	CNAG_12560-t26_1	CP003825.1:613,847..614,396(+)	hypothetical RNA	
CNAG_12561	CNAG_12561-t26_1	CP003825.1:628,717..630,273(-)	hypothetical RNA	
CNAG_12562	CNAG_12562-t26_1	CP003825.1:633,692..635,414(+)	hypothetical RNA	
CNAG_12563	CNAG_12563-t26_1	CP003825.1:648,536..649,160(+)	hypothetical RNA	
CNAG_12564	CNAG_12564-t26_1	CP003825.1:684,642..685,919(-)	hypothetical RNA	
CNAG_12565	CNAG_12565-t26_1	CP003825.1:727,966..729,059(-)	hypothetical RNA	
CNAG_12566	CNAG_12566-t26_1	CP003825.1:728,705..730,930(+)	hypothetical RNA	
CNAG_12567	CNAG_12567-t26_1	CP003825.1:737,270..738,123(+)	hypothetical RNA	
CNAG_12568	CNAG_12568-t26_1	CP003825.1:765,456..766,891(-)	hypothetical RNA	
CNAG_12569	CNAG_12569-t26_1	CP003825.1:778,873..780,363(-)	hypothetical RNA	
CNAG_12570	CNAG_12570-t26_1	CP003825.1:783,486..784,407(-)	hypothetical RNA	
CNAG_12571	CNAG_12571-t26_1	CP003825.1:819,723..820,279(+)	hypothetical RNA	
CNAG_12572	CNAG_12572-t26_1	CP003825.1:821,348..821,810(+)	hypothetical RNA	
CNAG_12573	CNAG_12573-t26_1	CP003825.1:892,921..893,116(+)	hypothetical RNA	
CNAG_12574	CNAG_12574-t26_1	CP003825.1:933,186..934,415(-)	hypothetical RNA	
CNAG_12575	CNAG_12575-t26_1	CP003825.1:939,767..941,723(-)	hypothetical RNA	
CNAG_12576	CNAG_12576-t26_1	CP003825.1:944,285..945,257(+)	hypothetical RNA	
CNAG_12577	CNAG_12577-t26_1	CP003825.1:946,741..947,021(+)	hypothetical RNA	
CNAG_12578	CNAG_12578-t26_1	CP003825.1:947,095..947,492(+)	hypothetical RNA	
CNAG_12579	CNAG_12579-t26_1	CP003825.1:954,280..955,406(-)	hypothetical RNA	
CNAG_12580	CNAG_12580-t26_1	CP003825.1:963,924..968,347(+)	hypothetical RNA	
CNAG_12581	CNAG_12581-t26_1	CP003825.1:981,578..982,826(+)	hypothetical RNA	
CNAG_12582	CNAG_12582-t26_1	CP003825.1:1,049,117..1,049,628(-)	hypothetical RNA	
CNAG_12583	CNAG_12583-t26_1	CP003825.1:1,049,200..1,049,669(+)	hypothetical RNA	
CNAG_12584	CNAG_12584-t26_1	CP003825.1:1,049,763..1,050,684(+)	hypothetical RNA	
CNAG_12585	CNAG_12585-t26_1	CP003825.1:1,060,950..1,062,922(+)	hypothetical RNA	
CNAG_12586	CNAG_12586-t26_1	CP003825.1:1,096,659..1,100,600(+)	hypothetical RNA	
CNAG_12588	CNAG_12588-t26_1	CP003825.1:1,123,473..1,124,023(+)	hypothetical RNA	
CNAG_12589	CNAG_12589-t26_1	CP003825.1:1,131,073..1,131,363(+)	hypothetical RNA	
CNAG_12590	CNAG_12590-t26_1	CP003825.1:1,144,667..1,145,848(-)	hypothetical RNA	
CNAG_12591	CNAG_12591-t26_1	CP003825.1:1,150,112..1,151,458(-)	hypothetical RNA	
CNAG_12592	CNAG_12592-t26_1	CP003825.1:1,170,058..1,170,409(-)	hypothetical RNA	
CNAG_12593	CNAG_12593-t26_1	CP003825.1:1,176,601..1,177,040(+)	hypothetical RNA	
CNAG_12594	CNAG_12594-t26_1	CP003825.1:1,208,350..1,209,648(+)	hypothetical RNA	
CNAG_12596	CNAG_12596-t26_1	CP003825.1:1,239,672..1,240,225(+)	hypothetical RNA	
CNAG_12597	CNAG_12597-t26_1	CP003825.1:1,241,994..1,244,169(+)	hypothetical RNA	
CNAG_12598	CNAG_12598-t26_1	CP003825.1:1,245,837..1,247,041(+)	hypothetical RNA	
CNAG_12599	CNAG_12599-t26_1	CP003825.1:1,290,311..1,290,619(-)	hypothetical RNA	
CNAG_12600	CNAG_12600-t26_1	CP003825.1:1,312,170..1,314,856(-)	hypothetical RNA	
CNAG_12601	CNAG_12601-t26_1	CP003825.1:1,317,159..1,318,452(-)	hypothetical RNA	
CNAG_12602	CNAG_12602-t26_1	CP003825.1:1,322,868..1,324,077(-)	hypothetical RNA	
CNAG_12603	CNAG_12603-t26_1	CP003825.1:1,324,167..1,326,002(+)	hypothetical RNA	
CNAG_12604	CNAG_12604-t26_1	CP003825.1:1,349,676..1,349,921(-)	hypothetical RNA	
CNAG_12605	CNAG_12605-t26_1	CP003825.1:1,378,569..1,380,429(-)	hypothetical RNA	
CNAG_12606	CNAG_12606-t26_1	CP003825.1:1,385,406..1,385,918(-)	hypothetical RNA	
CNAG_12607	CNAG_12607-t26_1	CP003825.1:1,410,154..1,410,899(+)	hypothetical RNA	
CNAG_12608	CNAG_12608-t26_1	CP003826.1:18,976..20,653(-)	hypothetical RNA	
CNAG_12609	CNAG_12609-t26_1	CP003826.1:25,405..26,984(-)	hypothetical RNA	
CNAG_12610	CNAG_12610-t26_1	CP003826.1:45,069..45,328(-)	hypothetical RNA	
CNAG_12611	CNAG_12611-t26_1	CP003826.1:49,683..50,079(+)	hypothetical RNA	
CNAG_12612	CNAG_12612-t26_1	CP003826.1:76,484..77,831(-)	hypothetical RNA	
CNAG_12613	CNAG_12613-t26_1	CP003826.1:77,963..78,396(-)	hypothetical RNA	
CNAG_12614	CNAG_12614-t26_1	CP003826.1:122,305..123,119(+)	hypothetical RNA	
CNAG_12615	CNAG_12615-t26_1	CP003826.1:141,728..142,402(+)	hypothetical RNA	
CNAG_12616	CNAG_12616-t26_1	CP003826.1:143,198..144,849(+)	hypothetical RNA	
CNAG_12617	CNAG_12617-t26_1	CP003826.1:149,840..150,670(-)	hypothetical RNA	
CNAG_12618	CNAG_12618-t26_1	CP003826.1:153,756..155,660(+)	hypothetical RNA	
CNAG_12619	CNAG_12619-t26_1	CP003826.1:166,681..167,687(-)	hypothetical RNA	
CNAG_12620	CNAG_12620-t26_1	CP003826.1:176,439..177,478(-)	hypothetical RNA	
CNAG_12621	CNAG_12621-t26_1	CP003826.1:182,795..184,258(-)	hypothetical RNA	
CNAG_12622	CNAG_12622-t26_1	CP003826.1:185,880..187,803(-)	hypothetical RNA	
CNAG_12623	CNAG_12623-t26_1	CP003826.1:193,210..193,594(-)	hypothetical RNA	
CNAG_12624	CNAG_12624-t26_1	CP003826.1:203,786..204,702(-)	hypothetical RNA	
CNAG_12625	CNAG_12625-t26_1	CP003826.1:209,285..210,147(-)	hypothetical RNA	
CNAG_12626	CNAG_12626-t26_1	CP003826.1:209,786..210,470(+)	hypothetical RNA	
CNAG_12627	CNAG_12627-t26_1	CP003826.1:241,063..242,205(-)	hypothetical RNA	
CNAG_12628	CNAG_12628-t26_1	CP003826.1:261,625..264,199(-)	hypothetical RNA	
CNAG_12629	CNAG_12629-t26_1	CP003826.1:266,916..269,454(+)	hypothetical RNA	
CNAG_12630	CNAG_12630-t26_1	CP003826.1:272,855..274,834(+)	hypothetical RNA	
CNAG_12631	CNAG_12631-t26_1	CP003826.1:277,488..277,811(+)	hypothetical RNA	
CNAG_12632	CNAG_12632-t26_1	CP003826.1:285,580..286,617(-)	hypothetical RNA	
CNAG_12633	CNAG_12633-t26_1	CP003826.1:285,584..286,810(+)	hypothetical RNA	
CNAG_12635	CNAG_12635-t26_1	CP003826.1:294,329..294,741(+)	hypothetical RNA	
CNAG_12636	CNAG_12636-t26_1	CP003826.1:317,901..318,536(+)	hypothetical RNA	
CNAG_12637	CNAG_12637-t26_1	CP003826.1:318,519..318,906(-)	hypothetical RNA	
CNAG_12639	CNAG_12639-t26_1	CP003826.1:321,584..321,984(+)	hypothetical RNA	
CNAG_12640	CNAG_12640-t26_1	CP003826.1:335,453..335,625(+)	hypothetical RNA	
CNAG_12641	CNAG_12641-t26_1	CP003826.1:341,523..342,284(-)	hypothetical RNA	
