[Gene ID]	[source_id]	[Input Ortholog(s)]	[Ortholog Group]	[Paralog count]	[Ortholog count]	[Gene Name or Symbol]	
Afu5g13170	Afu5g13170-T	CNAG_07431	<a href="http://orthomcl.org/cgi-bin/OrthoMclWeb.cgi?rm=sequenceList&groupac=OG5_126647">OG5_126647</a>	1	325	N/A	
Afu5g13180	Afu5g13180-T	CNAG_01231	<a href="http://orthomcl.org/cgi-bin/OrthoMclWeb.cgi?rm=sequenceList&groupac=OG5_127636">OG5_127636</a>	1	124	N/A	
Afu5g13190	Afu5g13190-T	CNAG_00257	<a href="http://orthomcl.org/cgi-bin/OrthoMclWeb.cgi?rm=sequenceList&groupac=OG5_128868">OG5_128868</a>	0	150	N/A	
Afu5g13210	Afu5g13210-T	CNAG_00926	<a href="http://orthomcl.org/cgi-bin/OrthoMclWeb.cgi?rm=sequenceList&groupac=OG5_128575">OG5_128575</a>	0	107	N/A	
Afu5g13220	Afu5g13220-T	CNAG_07970	<a href="http://orthomcl.org/cgi-bin/OrthoMclWeb.cgi?rm=sequenceList&groupac=OG5_136870">OG5_136870</a>	0	58	N/A	
Afu5g13230	Afu5g13230-T	CNAG_00521	<a href="http://orthomcl.org/cgi-bin/OrthoMclWeb.cgi?rm=sequenceList&groupac=OG5_136157">OG5_136157</a>	0	50	N/A	
Afu5g13240	Afu5g13240-T	CNAG_02897	<a href="http://orthomcl.org/cgi-bin/OrthoMclWeb.cgi?rm=sequenceList&groupac=OG5_128105">OG5_128105</a>	0	92	N/A	
Afu5g13320	Afu5g13320-T	CNAG_03608	<a href="http://orthomcl.org/cgi-bin/OrthoMclWeb.cgi?rm=sequenceList&groupac=OG5_131718">OG5_131718</a>	0	83	N/A	
Afu5g13340	Afu5g13340-T	CNAG_00500	<a href="http://orthomcl.org/cgi-bin/OrthoMclWeb.cgi?rm=sequenceList&groupac=OG5_131591">OG5_131591</a>	0	107	ptcG	
Afu5g13350	Afu5g13350-T	CNAG_07860	<a href="http://orthomcl.org/cgi-bin/OrthoMclWeb.cgi?rm=sequenceList&groupac=OG5_129895">OG5_129895</a>	0	86	cyp9	
Afu5g13370	Afu5g13370-T	CNAG_01792,CNAG_05606	<a href="http://orthomcl.org/cgi-bin/OrthoMclWeb.cgi?rm=sequenceList&groupac=OG5_128192">OG5_128192</a>	0	124	N/A	
Afu5g13380	Afu5g13380-T	CNAG_03659	<a href="http://orthomcl.org/cgi-bin/OrthoMclWeb.cgi?rm=sequenceList&groupac=OG5_128953">OG5_128953</a>	0	82	N/A	
Afu5g13392	Afu5g13392-T	CNAG_06688	<a href="http://orthomcl.org/cgi-bin/OrthoMclWeb.cgi?rm=sequenceList&groupac=OG5_135966">OG5_135966</a>	0	70	N/A	
Afu5g13410	Afu5g13410-T	CNAG_05478	<a href="http://orthomcl.org/cgi-bin/OrthoMclWeb.cgi?rm=sequenceList&groupac=OG5_128111">OG5_128111</a>	0	90	N/A	
Afu5g13450	Afu5g13450-T	CNAG_02035	<a href="http://orthomcl.org/cgi-bin/OrthoMclWeb.cgi?rm=sequenceList&groupac=OG5_127002">OG5_127002</a>	0	101	N/A	
Afu5g13460	Afu5g13460-T	CNAG_06345	<a href="http://orthomcl.org/cgi-bin/OrthoMclWeb.cgi?rm=sequenceList&groupac=OG5_136573">OG5_136573</a>	0	65	N/A	
Afu5g13470	Afu5g13470-T	CNAG_03789	<a href="http://orthomcl.org/cgi-bin/OrthoMclWeb.cgi?rm=sequenceList&groupac=OG5_127990">OG5_127990</a>	0	85	N/A	
Afu5g13480	Afu5g13480-T	CNAG_00140	<a href="http://orthomcl.org/cgi-bin/OrthoMclWeb.cgi?rm=sequenceList&groupac=OG5_128070">OG5_128070</a>	0	80	N/A	
Afu5g13490	Afu5g13490-T	CNAG_04235	<a href="http://orthomcl.org/cgi-bin/OrthoMclWeb.cgi?rm=sequenceList&groupac=OG5_128975">OG5_128975</a>	0	85	N/A	
Afu5g13510	Afu5g13510-T	CNAG_01733	<a href="http://orthomcl.org/cgi-bin/OrthoMclWeb.cgi?rm=sequenceList&groupac=OG5_128187">OG5_128187</a>	0	84	N/A	
Afu5g13520	Afu5g13520-T	CNAG_00044	<a href="http://orthomcl.org/cgi-bin/OrthoMclWeb.cgi?rm=sequenceList&groupac=OG5_128278">OG5_128278</a>	0	100	N/A	
Afu5g13530	Afu5g13530-T	CNAG_01033	<a href="http://orthomcl.org/cgi-bin/OrthoMclWeb.cgi?rm=sequenceList&groupac=OG5_128555">OG5_128555</a>	0	83	N/A	
Afu5g13540	Afu5g13540-T	CNAG_00354	<a href="http://orthomcl.org/cgi-bin/OrthoMclWeb.cgi?rm=sequenceList&groupac=OG5_130007">OG5_130007</a>	0	98	N/A	
Afu5g13560	Afu5g13560-T	CNAG_03376	<a href="http://orthomcl.org/cgi-bin/OrthoMclWeb.cgi?rm=sequenceList&groupac=OG5_135784">OG5_135784</a>	0	93	N/A	
Afu5g13600	Afu5g13600-T	CNAG_06737	<a href="http://orthomcl.org/cgi-bin/OrthoMclWeb.cgi?rm=sequenceList&groupac=OG5_128221">OG5_128221</a>	0	95	N/A	
Afu5g13620	Afu5g13620-T	CNAG_00187	<a href="http://orthomcl.org/cgi-bin/OrthoMclWeb.cgi?rm=sequenceList&groupac=OG5_136574">OG5_136574</a>	0	67	N/A	
Afu5g13640	Afu5g13640-T	CNAG_02674	<a href="http://orthomcl.org/cgi-bin/OrthoMclWeb.cgi?rm=sequenceList&groupac=OG5_128951">OG5_128951</a>	0	76	N/A	
Afu5g13780	Afu5g13780-T	CNAG_06267	<a href="http://orthomcl.org/cgi-bin/OrthoMclWeb.cgi?rm=sequenceList&groupac=OG5_136572">OG5_136572</a>	1	49	N/A	
Afu5g13800	Afu5g13800-T	CNAG_07797	<a href="http://orthomcl.org/cgi-bin/OrthoMclWeb.cgi?rm=sequenceList&groupac=OG5_134007">OG5_134007</a>	0	57	N/A	
Afu5g13850	Afu5g13850-T	CNAG_01964,CNAG_03013	<a href="http://orthomcl.org/cgi-bin/OrthoMclWeb.cgi?rm=sequenceList&groupac=OG5_129217">OG5_129217</a>	3	189	optD	
Afu5g13865	Afu5g13865-T	CNAG_03186,CNAG_03249	<a href="http://orthomcl.org/cgi-bin/OrthoMclWeb.cgi?rm=sequenceList&groupac=OG5_127829">OG5_127829</a>	0	145	N/A	
Afu5g13890	Afu5g13890-T	CNAG_00421	<a href="http://orthomcl.org/cgi-bin/OrthoMclWeb.cgi?rm=sequenceList&groupac=OG5_129145">OG5_129145</a>	0	63	N/A	
Afu5g13920	Afu5g13920-T	CNAG_07558	<a href="http://orthomcl.org/cgi-bin/OrthoMclWeb.cgi?rm=sequenceList&groupac=OG5_127481">OG5_127481</a>	0	140	wos2	
Afu5g13930	Afu5g13930-T	CNAG_02677	<a href="http://orthomcl.org/cgi-bin/OrthoMclWeb.cgi?rm=sequenceList&groupac=OG5_128184">OG5_128184</a>	0	87	N/A	
Afu5g14000	Afu5g14000-T	CNAG_04657	<a href="http://orthomcl.org/cgi-bin/OrthoMclWeb.cgi?rm=sequenceList&groupac=OG5_135785">OG5_135785</a>	0	58	N/A	
Afu5g14010	Afu5g14010-T	CNAG_02804	<a href="http://orthomcl.org/cgi-bin/OrthoMclWeb.cgi?rm=sequenceList&groupac=OG5_128706">OG5_128706</a>	0	80	N/A	
Afu5g14040	Afu5g14040-T	CNAG_05230	<a href="http://orthomcl.org/cgi-bin/OrthoMclWeb.cgi?rm=sequenceList&groupac=OG5_127954">OG5_127954</a>	0	126	N/A	
Afu5g14050	Afu5g14050-T	CNAG_05692	<a href="http://orthomcl.org/cgi-bin/OrthoMclWeb.cgi?rm=sequenceList&groupac=OG5_128824">OG5_128824</a>	0	65	N/A	
Afu5g14060	Afu5g14060-T	CNAG_03130	<a href="http://orthomcl.org/cgi-bin/OrthoMclWeb.cgi?rm=sequenceList&groupac=OG5_142815">OG5_142815</a>	0	53	rho4	
Afu5g14070	Afu5g14070-T	CNAG_02082	<a href="http://orthomcl.org/cgi-bin/OrthoMclWeb.cgi?rm=sequenceList&groupac=OG5_137454">OG5_137454</a>	0	51	N/A	
Afu5g14120	Afu5g14120-T	CNAG_01605,CNAG_06074	<a href="http://orthomcl.org/cgi-bin/OrthoMclWeb.cgi?rm=sequenceList&groupac=OG5_126860">OG5_126860</a>	2	413	N/A	
Afu5g14330	Afu5g14330-T	CNAG_01112,CNAG_04313,CNAG_05444	<a href="http://orthomcl.org/cgi-bin/OrthoMclWeb.cgi?rm=sequenceList&groupac=OG5_126789">OG5_126789</a>	2	582	N/A	
Afu5g14350	Afu5g14350-T	CNAG_02830	<a href="http://orthomcl.org/cgi-bin/OrthoMclWeb.cgi?rm=sequenceList&groupac=OG5_132400">OG5_132400</a>	1	85	erg4A	
Afu5g14520	Afu5g14520-T	CNAG_00595	<a href="http://orthomcl.org/cgi-bin/OrthoMclWeb.cgi?rm=sequenceList&groupac=OG5_163664">OG5_163664</a>	0	24	N/A	
Afu5g14540	Afu5g14540-T	CNAG_00048	<a href="http://orthomcl.org/cgi-bin/OrthoMclWeb.cgi?rm=sequenceList&groupac=OG5_137455">OG5_137455</a>	0	62	N/A	
Afu5g14690	Afu5g14690-T	CNAG_05226	<a href="http://orthomcl.org/cgi-bin/OrthoMclWeb.cgi?rm=sequenceList&groupac=OG5_132043">OG5_132043</a>	2	94	N/A	
Afu5g14750	Afu5g14750-T	CNAG_01192,CNAG_05414	<a href="http://orthomcl.org/cgi-bin/OrthoMclWeb.cgi?rm=sequenceList&groupac=OG5_134629">OG5_134629</a>	0	50	N/A	
Afu5g14770	Afu5g14770-T	CNAG_05899	<a href="http://orthomcl.org/cgi-bin/OrthoMclWeb.cgi?rm=sequenceList&groupac=OG5_126801">OG5_126801</a>	1	120	N/A	
Afu5g14810	Afu5g14810-T	CNAG_04659	<a href="http://orthomcl.org/cgi-bin/OrthoMclWeb.cgi?rm=sequenceList&groupac=OG5_129158">OG5_129158</a>	1	120	pdcC	
Afu5g15010	Afu5g15010-T	CNAG_06925	<a href="http://orthomcl.org/cgi-bin/OrthoMclWeb.cgi?rm=sequenceList&groupac=OG5_131377">OG5_131377</a>	2	92	N/A	
Afu6g00110	Afu6g00110-T	CNAG_04835	<a href="http://orthomcl.org/cgi-bin/OrthoMclWeb.cgi?rm=sequenceList&groupac=OG5_158913">OG5_158913</a>	0	16	N/A	
Afu6g00160	Afu6g00160-T	CNAG_01314	<a href="http://orthomcl.org/cgi-bin/OrthoMclWeb.cgi?rm=sequenceList&groupac=OG5_132456">OG5_132456</a>	1	78	N/A	
Afu6g00260	Afu6g00260-T	CNAG_00834	<a href="http://orthomcl.org/cgi-bin/OrthoMclWeb.cgi?rm=sequenceList&groupac=OG5_138667">OG5_138667</a>	1	57	N/A	
Afu6g00290	Afu6g00290-T	CNAG_05676	<a href="http://orthomcl.org/cgi-bin/OrthoMclWeb.cgi?rm=sequenceList&groupac=OG5_128985">OG5_128985</a>	0	45	N/A	
Afu6g00300	Afu6g00300-T	CNAG_01477	<a href="http://orthomcl.org/cgi-bin/OrthoMclWeb.cgi?rm=sequenceList&groupac=OG5_127265">OG5_127265</a>	1	132	N/A	
Afu6g00310	Afu6g00310-T	CNAG_00919,CNAG_01040,CNAG_02966	<a href="http://orthomcl.org/cgi-bin/OrthoMclWeb.cgi?rm=sequenceList&groupac=OG5_136968">OG5_136968</a>	1	86	cpdS	
Afu6g00370	Afu6g00370-T	CNAG_03808,CNAG_03828,CNAG_05820,CNAG_06555	<a href="http://orthomcl.org/cgi-bin/OrthoMclWeb.cgi?rm=sequenceList&groupac=OG5_127007">OG5_127007</a>	2	206	N/A	
Afu6g00440	Afu6g00440-T	CNAG_04338,CNAG_06317	<a href="http://orthomcl.org/cgi-bin/OrthoMclWeb.cgi?rm=sequenceList&groupac=OG5_128683">OG5_128683</a>	1	189	N/A	
Afu6g00510	Afu6g00510-T	CNAG_00515,CNAG_01955,CNAG_02489,CNAG_02903,CNAG_07745	<a href="http://orthomcl.org/cgi-bin/OrthoMclWeb.cgi?rm=sequenceList&groupac=OG5_126661">OG5_126661</a>	5	635	N/A	
Afu6g00540	Afu6g00540-T	CNAG_04564	<a href="http://orthomcl.org/cgi-bin/OrthoMclWeb.cgi?rm=sequenceList&groupac=OG5_155679">OG5_155679</a>	1	29	N/A	
Afu6g00550	Afu6g00550-T	CNAG_05430	<a href="http://orthomcl.org/cgi-bin/OrthoMclWeb.cgi?rm=sequenceList&groupac=OG5_155918">OG5_155918</a>	0	21	N/A	
Afu6g01820	Afu6g01820-T	CNAG_01946	<a href="http://orthomcl.org/cgi-bin/OrthoMclWeb.cgi?rm=sequenceList&groupac=OG5_155804">OG5_155804</a>	0	31	N/A	
Afu6g01830	Afu6g01830-T	CNAG_04188	<a href="http://orthomcl.org/cgi-bin/OrthoMclWeb.cgi?rm=sequenceList&groupac=OG5_149896">OG5_149896</a>	0	46	N/A	
Afu6g01910	Afu6g01910-T	CNAG_00068	<a href="http://orthomcl.org/cgi-bin/OrthoMclWeb.cgi?rm=sequenceList&groupac=OG5_142433">OG5_142433</a>	0	54	N/A	
Afu6g01940	Afu6g01940-T	CNAG_04443,CNAG_05638	<a href="http://orthomcl.org/cgi-bin/OrthoMclWeb.cgi?rm=sequenceList&groupac=OG5_136934">OG5_136934</a>	0	80	N/A	
Afu6g01970	Afu6g01970-T	CNAG_00193	<a href="http://orthomcl.org/cgi-bin/OrthoMclWeb.cgi?rm=sequenceList&groupac=OG5_135004">OG5_135004</a>	0	80	N/A	
Afu6g01990	Afu6g01990-T	CNAG_01098	<a href="http://orthomcl.org/cgi-bin/OrthoMclWeb.cgi?rm=sequenceList&groupac=OG5_130392">OG5_130392</a>	0	80	N/A	
Afu6g02000	Afu6g02000-T	CNAG_04632,CNAG_06034	<a href="http://orthomcl.org/cgi-bin/OrthoMclWeb.cgi?rm=sequenceList&groupac=OG5_130282">OG5_130282</a>	1	123	N/A	
Afu6g02010	Afu6g02010-T	CNAG_01331	<a href="http://orthomcl.org/cgi-bin/OrthoMclWeb.cgi?rm=sequenceList&groupac=OG5_142818">OG5_142818</a>	0	50	N/A	
Afu6g02060	Afu6g02060-T	CNAG_05527	<a href="http://orthomcl.org/cgi-bin/OrthoMclWeb.cgi?rm=sequenceList&groupac=OG5_128456">OG5_128456</a>	0	142	N/A	
Afu6g02070	Afu6g02070-T	CNAG_00383,CNAG_01278,CNAG_06469	<a href="http://orthomcl.org/cgi-bin/OrthoMclWeb.cgi?rm=sequenceList&groupac=OG5_126610">OG5_126610</a>	1	482	N/A	
Afu6g02090	Afu6g02090-T	CNAG_00560	<a href="http://orthomcl.org/cgi-bin/OrthoMclWeb.cgi?rm=sequenceList&groupac=OG5_127015">OG5_127015</a>	0	87	N/A	
Afu6g02100	Afu6g02100-T	CNAG_05141	<a href="http://orthomcl.org/cgi-bin/OrthoMclWeb.cgi?rm=sequenceList&groupac=OG5_135933">OG5_135933</a>	0	98	N/A	
Afu6g02110	Afu6g02110-T	CNAG_07924	<a href="http://orthomcl.org/cgi-bin/OrthoMclWeb.cgi?rm=sequenceList&groupac=OG5_129613">OG5_129613</a>	0	79	N/A	
Afu6g02130	Afu6g02130-T	CNAG_01646	<a href="http://orthomcl.org/cgi-bin/OrthoMclWeb.cgi?rm=sequenceList&groupac=OG5_135963">OG5_135963</a>	0	56	N/A	
Afu6g02140	Afu6g02140-T	CNAG_01636	<a href="http://orthomcl.org/cgi-bin/OrthoMclWeb.cgi?rm=sequenceList&groupac=OG5_127991">OG5_127991</a>	0	100	cyp1	
Afu6g02150	Afu6g02150-T	CNAG_05400	<a href="http://orthomcl.org/cgi-bin/OrthoMclWeb.cgi?rm=sequenceList&groupac=OG5_128374">OG5_128374</a>	0	108	N/A	
Afu6g02160	Afu6g02160-T	CNAG_00853,CNAG_01693	<a href="http://orthomcl.org/cgi-bin/OrthoMclWeb.cgi?rm=sequenceList&groupac=OG5_126882">OG5_126882</a>	1	134	N/A	
Afu6g02170	Afu6g02170-T	CNAG_00876	<a href="http://orthomcl.org/cgi-bin/OrthoMclWeb.cgi?rm=sequenceList&groupac=OG5_140037">OG5_140037</a>	0	48	N/A	
Afu6g02180	Afu6g02180-T	CNAG_04383	<a href="http://orthomcl.org/cgi-bin/OrthoMclWeb.cgi?rm=sequenceList&groupac=OG5_128600">OG5_128600</a>	0	103	N/A	
Afu6g02230	Afu6g02230-T	CNAG_03769,CNAG_05480	<a href="http://orthomcl.org/cgi-bin/OrthoMclWeb.cgi?rm=sequenceList&groupac=OG5_126743">OG5_126743</a>	2	185	glkA	
Afu6g02260	Afu6g02260-T	CNAG_04212	<a href="http://orthomcl.org/cgi-bin/OrthoMclWeb.cgi?rm=sequenceList&groupac=OG5_137010">OG5_137010</a>	0	62	N/A	
Afu6g02270	Afu6g02270-T	CNAG_04451	<a href="http://orthomcl.org/cgi-bin/OrthoMclWeb.cgi?rm=sequenceList&groupac=OG5_129745">OG5_129745</a>	0	89	N/A	
Afu6g02280	Afu6g02280-T	CNAG_07032	<a href="http://orthomcl.org/cgi-bin/OrthoMclWeb.cgi?rm=sequenceList&groupac=OG5_127915">OG5_127915</a>	2	128	aspf3	
Afu6g02300	Afu6g02300-T	CNAG_02675,CNAG_06552	<a href="http://orthomcl.org/cgi-bin/OrthoMclWeb.cgi?rm=sequenceList&groupac=OG5_126655">OG5_126655</a>	1	208	N/A	
Afu6g02340	Afu6g02340-T	CNAG_07960	<a href="http://orthomcl.org/cgi-bin/OrthoMclWeb.cgi?rm=sequenceList&groupac=OG5_138668">OG5_138668</a>	0	51	N/A	
Afu6g02370	Afu6g02370-T	CNAG_01147	<a href="http://orthomcl.org/cgi-bin/OrthoMclWeb.cgi?rm=sequenceList&groupac=OG5_128630">OG5_128630</a>	0	83	N/A	
Afu6g02380	Afu6g02380-T	CNAG_03109	<a href="http://orthomcl.org/cgi-bin/OrthoMclWeb.cgi?rm=sequenceList&groupac=OG5_127806">OG5_127806</a>	0	84	N/A	
Afu6g02410	Afu6g02410-T	CNAG_01016	<a href="http://orthomcl.org/cgi-bin/OrthoMclWeb.cgi?rm=sequenceList&groupac=OG5_130882">OG5_130882</a>	0	98	N/A	
Afu6g02420	Afu6g02420-T	CNAG_02148	<a href="http://orthomcl.org/cgi-bin/OrthoMclWeb.cgi?rm=sequenceList&groupac=OG5_127739">OG5_127739</a>	0	83	N/A	
Afu6g02440	Afu6g02440-T	CNAG_03283	<a href="http://orthomcl.org/cgi-bin/OrthoMclWeb.cgi?rm=sequenceList&groupac=OG5_127273">OG5_127273</a>	0	91	N/A	
Afu6g02450	Afu6g02450-T	CNAG_00819	<a href="http://orthomcl.org/cgi-bin/OrthoMclWeb.cgi?rm=sequenceList&groupac=OG5_127269">OG5_127269</a>	0	103	N/A	
Afu6g02460	Afu6g02460-T	CNAG_06692	<a href="http://orthomcl.org/cgi-bin/OrthoMclWeb.cgi?rm=sequenceList&groupac=OG5_128161">OG5_128161</a>	0	81	gup1	
Afu6g02470	Afu6g02470-T	CNAG_01657	<a href="http://orthomcl.org/cgi-bin/OrthoMclWeb.cgi?rm=sequenceList&groupac=OG5_127258">OG5_127258</a>	0	109	N/A	
Afu6g02480	Afu6g02480-T	CNAG_03564	<a href="http://orthomcl.org/cgi-bin/OrthoMclWeb.cgi?rm=sequenceList&groupac=OG5_126961">OG5_126961</a>	4	213	N/A	
Afu6g02510	Afu6g02510-T	CNAG_04321	<a href="http://orthomcl.org/cgi-bin/OrthoMclWeb.cgi?rm=sequenceList&groupac=OG5_136159">OG5_136159</a>	0	62	N/A	
Afu6g02520	Afu6g02520-T	CNAG_05455	<a href="http://orthomcl.org/cgi-bin/OrthoMclWeb.cgi?rm=sequenceList&groupac=OG5_127127">OG5_127127</a>	0	84	N/A	
Afu6g02530	Afu6g02530-T	CNAG_05531	<a href="http://orthomcl.org/cgi-bin/OrthoMclWeb.cgi?rm=sequenceList&groupac=OG5_127977">OG5_127977</a>	0	97	N/A	
Afu6g02540	Afu6g02540-T	CNAG_02029	<a href="http://orthomcl.org/cgi-bin/OrthoMclWeb.cgi?rm=sequenceList&groupac=OG5_128991">OG5_128991</a>	0	71	N/A	
Afu6g02550	Afu6g02550-T	CNAG_03901	<a href="http://orthomcl.org/cgi-bin/OrthoMclWeb.cgi?rm=sequenceList&groupac=OG5_127894">OG5_127894</a>	0	187	N/A	
Afu6g02570	Afu6g02570-T	CNAG_03214	<a href="http://orthomcl.org/cgi-bin/OrthoMclWeb.cgi?rm=sequenceList&groupac=OG5_130614">OG5_130614</a>	0	56	N/A	
Afu6g02600	Afu6g02600-T	CNAG_05892	<a href="http://orthomcl.org/cgi-bin/OrthoMclWeb.cgi?rm=sequenceList&groupac=OG5_132095">OG5_132095</a>	1	74	N/A	
Afu6g02610	Afu6g02610-T	CNAG_05876	<a href="http://orthomcl.org/cgi-bin/OrthoMclWeb.cgi?rm=sequenceList&groupac=OG5_146836">OG5_146836</a>	0	45	N/A	
Afu6g02630	Afu6g02630-T	CNAG_00741	<a href="http://orthomcl.org/cgi-bin/OrthoMclWeb.cgi?rm=sequenceList&groupac=OG5_127438">OG5_127438</a>	0	98	N/A	
Afu6g02670	Afu6g02670-T	CNAG_04148	<a href="http://orthomcl.org/cgi-bin/OrthoMclWeb.cgi?rm=sequenceList&groupac=OG5_129446">OG5_129446</a>	0	96	nimA	
Afu6g02700	Afu6g02700-T	CNAG_06860	<a href="http://orthomcl.org/cgi-bin/OrthoMclWeb.cgi?rm=sequenceList&groupac=OG5_128615">OG5_128615</a>	0	104	N/A	
Afu6g02720	Afu6g02720-T	CNAG_01080,CNAG_05169	<a href="http://orthomcl.org/cgi-bin/OrthoMclWeb.cgi?rm=sequenceList&groupac=OG5_126945">OG5_126945</a>	3	201	N/A	
Afu6g02750	Afu6g02750-T	CNAG_05437	<a href="http://orthomcl.org/cgi-bin/OrthoMclWeb.cgi?rm=sequenceList&groupac=OG5_127333">OG5_127333</a>	0	84	egd1	
Afu6g02760	Afu6g02760-T	CNAG_03096	<a href="http://orthomcl.org/cgi-bin/OrthoMclWeb.cgi?rm=sequenceList&groupac=OG5_144639">OG5_144639</a>	2	39	N/A	
Afu6g02770	Afu6g02770-T	CNAG_05095	<a href="http://orthomcl.org/cgi-bin/OrthoMclWeb.cgi?rm=sequenceList&groupac=OG5_126621">OG5_126621</a>	2	458	N/A	
Afu6g02780	Afu6g02780-T	CNAG_05730	<a href="http://orthomcl.org/cgi-bin/OrthoMclWeb.cgi?rm=sequenceList&groupac=OG5_127329">OG5_127329</a>	0	132	N/A	
Afu6g02840	Afu6g02840-T	CNAG_02194	<a href="http://orthomcl.org/cgi-bin/OrthoMclWeb.cgi?rm=sequenceList&groupac=OG5_134449">OG5_134449</a>	0	62	N/A	
Afu6g02850	Afu6g02850-T	CNAG_01071	<a href="http://orthomcl.org/cgi-bin/OrthoMclWeb.cgi?rm=sequenceList&groupac=OG5_144640">OG5_144640</a>	0	40	N/A	
Afu6g02860	Afu6g02860-T	CNAG_05303	<a href="http://orthomcl.org/cgi-bin/OrthoMclWeb.cgi?rm=sequenceList&groupac=OG5_129572">OG5_129572</a>	1	131	N/A	
Afu6g02910	Afu6g02910-T	CNAG_05753	<a href="http://orthomcl.org/cgi-bin/OrthoMclWeb.cgi?rm=sequenceList&groupac=OG5_128464">OG5_128464</a>	0	102	argEF	
Afu6g02920	Afu6g02920-T	CNAG_05277	<a href="http://orthomcl.org/cgi-bin/OrthoMclWeb.cgi?rm=sequenceList&groupac=OG5_126859">OG5_126859</a>	0	102	N/A	
Afu6g02940	Afu6g02940-T	CNAG_06678	<a href="http://orthomcl.org/cgi-bin/OrthoMclWeb.cgi?rm=sequenceList&groupac=OG5_135967">OG5_135967</a>	0	76	N/A	
Afu6g02950	Afu6g02950-T	CNAG_04325	<a href="http://orthomcl.org/cgi-bin/OrthoMclWeb.cgi?rm=sequenceList&groupac=OG5_129573">OG5_129573</a>	0	151	N/A	
Afu6g02960	Afu6g02960-T	CNAG_05434	<a href="http://orthomcl.org/cgi-bin/OrthoMclWeb.cgi?rm=sequenceList&groupac=OG5_130161">OG5_130161</a>	0	75	N/A	
Afu6g02970	Afu6g02970-T	CNAG_00092	<a href="http://orthomcl.org/cgi-bin/OrthoMclWeb.cgi?rm=sequenceList&groupac=OG5_127980">OG5_127980</a>	0	90	N/A	
Afu6g03050	Afu6g03050-T	CNAG_01150	<a href="http://orthomcl.org/cgi-bin/OrthoMclWeb.cgi?rm=sequenceList&groupac=OG5_129048">OG5_129048</a>	1	132	N/A	
Afu6g03060	Afu6g03060-T	CNAG_03438,CNAG_03772,CNAG_04920,CNAG_04931,CNAG_05324,CNAG_05387,CNAG_06290,CNAG_06521	<a href="http://orthomcl.org/cgi-bin/OrthoMclWeb.cgi?rm=sequenceList&groupac=OG5_126798">OG5_126798</a>	8	645	N/A	
Afu6g03070	Afu6g03070-T	CNAG_03238	<a href="http://orthomcl.org/cgi-bin/OrthoMclWeb.cgi?rm=sequenceList&groupac=OG5_134812">OG5_134812</a>	0	153	N/A	
Afu6g03080	Afu6g03080-T	CNAG_00796	<a href="http://orthomcl.org/cgi-bin/OrthoMclWeb.cgi?rm=sequenceList&groupac=OG5_126596">OG5_126596</a>	8	688	N/A	
Afu6g03200	Afu6g03200-T	CNAG_07448	<a href="http://orthomcl.org/cgi-bin/OrthoMclWeb.cgi?rm=sequenceList&groupac=OG5_131564">OG5_131564</a>	1	57	N/A	
Afu6g03320	Afu6g03320-T	CNAG_00904,CNAG_01497,CNAG_01844,CNAG_02336,CNAG_03845,CNAG_04414,CNAG_04416	<a href="http://orthomcl.org/cgi-bin/OrthoMclWeb.cgi?rm=sequenceList&groupac=OG5_126664">OG5_126664</a>	4	504	N/A	
Afu6g03330	Afu6g03330-T	CNAG_01939	<a href="http://orthomcl.org/cgi-bin/OrthoMclWeb.cgi?rm=sequenceList&groupac=OG5_132943">OG5_132943</a>	0	54	N/A	
Afu6g03450	Afu6g03450-T	CNAG_04737	<a href="http://orthomcl.org/cgi-bin/OrthoMclWeb.cgi?rm=sequenceList&groupac=OG5_130034">OG5_130034</a>	1	129	N/A	
Afu6g03470	Afu6g03470-T	CNAG_00796	<a href="http://orthomcl.org/cgi-bin/OrthoMclWeb.cgi?rm=sequenceList&groupac=OG5_126596">OG5_126596</a>	8	688	abcD	
Afu6g03520	Afu6g03520-T	CNAG_06764	<a href="http://orthomcl.org/cgi-bin/OrthoMclWeb.cgi?rm=sequenceList&groupac=OG5_129138">OG5_129138</a>	0	106	N/A	
Afu6g03530	Afu6g03530-T	CNAG_00710	<a href="http://orthomcl.org/cgi-bin/OrthoMclWeb.cgi?rm=sequenceList&groupac=OG5_127086">OG5_127086</a>	3	127	N/A	
Afu6g03540	Afu6g03540-T	CNAG_05653	<a href="http://orthomcl.org/cgi-bin/OrthoMclWeb.cgi?rm=sequenceList&groupac=OG5_130009">OG5_130009</a>	0	116	acuE	
Afu6g03570	Afu6g03570-T	CNAG_07600	<a href="http://orthomcl.org/cgi-bin/OrthoMclWeb.cgi?rm=sequenceList&groupac=OG5_130280">OG5_130280</a>	3	192	exg21	
Afu6g03580	Afu6g03580-T	CNAG_00104,CNAG_01117	<a href="http://orthomcl.org/cgi-bin/OrthoMclWeb.cgi?rm=sequenceList&groupac=OG5_129819">OG5_129819</a>	1	188	N/A	
Afu6g03590	Afu6g03590-T	CNAG_00061	<a href="http://orthomcl.org/cgi-bin/OrthoMclWeb.cgi?rm=sequenceList&groupac=OG5_127570">OG5_127570</a>	1	126	mcsA	
Afu6g03640	Afu6g03640-T	CNAG_00236,CNAG_03939	<a href="http://orthomcl.org/cgi-bin/OrthoMclWeb.cgi?rm=sequenceList&groupac=OG5_126783">OG5_126783</a>	1	180	N/A	
