[Gene ID]	[source_id]	[Genomic Location (Gene)]	[Product Description]	
YOR272W	YOR272W-t26_1	BK006948:832,813..834,195(+)	Ytm1p	
YOR273C	YOR273C-t26_1	BK006948:834,452..836,431(-)	Tpo4p	
YOR274W	YOR274W-t26_1	BK006948:837,674..838,960(+)	tRNA dimethylallyltransferase	
YOR275C	YOR275C-t26_1	BK006948:839,084..841,069(-)	Rim20p	
YOR276W	YOR276W-t26_1	BK006948:841,333..841,818(+)	Caf20p	
YOR278W	YOR278W-t26_1	BK006948:842,817..843,644(+)	uroporphyrinogen-III synthase HEM4	
YOR279C	YOR279C-t26_1	BK006948:843,698..844,630(-)	Rfm1p	
YOR280C	YOR280C-t26_1	BK006948:844,992..845,792(-)	putative serine hydrolase	
YOR281C	YOR281C-t26_1	BK006948:846,269..847,129(-)	Plp2p	
YOR283W	YOR283W-t26_1	BK006948:847,453..848,145(+)	phosphoglycerate mutase	
YOR284W	YOR284W-t26_1	BK006948:848,478..849,209(+)	Hua2p	
YOR285W	YOR285W-t26_1	BK006948:849,635..850,054(+)	thiosulfate sulfurtransferase RDL1	
YOR286W	YOR286W-t26_1	BK006948:850,280..850,729(+)	thiosulfate sulfurtransferase RDL2	
YOR287C	YOR287C-t26_1	BK006948:850,937..851,839(-)	rRNA-processing protein RRP36	
YOR288C	YOR288C-t26_1	BK006948:852,121..853,077(-)	protein disulfide isomerase MPD1	
YOR289W	YOR289W-t26_1	BK006948:853,357..854,112(+)	hypothetical protein	
YOR290C	YOR290C-t26_1	BK006948:855,147..860,258(-)	SWI/SNF catalytic subunit SNF2	
YOR291W	YOR291W-t26_1	BK006948:861,175..865,593(+)	putative acid anhydride hydrolase	
YOR292C	YOR292C-t26_1	BK006948:865,653..866,582(-)	hypothetical protein	
YOR293C-A	YOR293C-A-t26_1	BK006948:867,998..868,147(-)	hypothetical protein	
YOR293W	YOR293W-t26_1	BK006948:867,098..867,852(+)	ribosomal 40S subunit protein S10A	
YOR294W	YOR294W-t26_1	BK006948:868,340..868,951(+)	Rrs1p	
YOR295W	YOR295W-t26_1	BK006948:869,208..869,894(+)	Uaf30p	
YOR296W	YOR296W-t26_1	BK006948:870,202..874,071(+)	hypothetical protein	
YOR297C	YOR297C-t26_1	BK006948:874,743..875,321(-)	Tim18p	
YOR298C-A	YOR298C-A-t26_1	BK006948:877,230..877,685(-)	Mbf1p	
YOR298W	YOR298W-t26_1	BK006948:875,599..877,038(+)	Mum3p	
YOR299W	YOR299W-t26_1	BK006948:878,435..880,675(+)	exomer complex subunit	
YOR301W	YOR301W-t26_1	BK006948:880,965..882,272(+)	Rax1p	
YOR302W	YOR302W-t26_1	BK006948:882,765..882,842(+)	hypothetical protein	
YOR303W	YOR303W-t26_1	BK006948:882,899..884,134(+)	carbamoyl-phosphate synthase (glutamine-hydrolyzing) CPA1	
YOR304C-A	YOR304C-A-t26_1	BK006948:888,520..888,750(-)	Bil1p	
YOR304W	YOR304W-t26_1	BK006948:884,514..887,876(+)	DNA translocase	
YOR305W	YOR305W-t26_1	BK006948:889,022..889,750(+)	Rrg7p	
YOR306C	YOR306C-t26_1	BK006948:889,867..891,432(-)	Mch5p	
YOR307C	YOR307C-t26_1	BK006948:892,731..894,092(-)	Sly41p	
YOR308C	YOR308C-t26_1	BK006948:894,624..896,387(-)	U4/U6-U5 snRNP complex subunit SNU66	
YOR310C	YOR310C-t26_1	BK006948:896,825..898,360(-)	RNA-processing protein NOP58	
YOR311C	YOR311C-t26_1	BK006948:899,056..899,928(-)	diacylglycerol kinase	
YOR312C	YOR312C-t26_1	BK006948:900,250..901,194(-)	ribosomal 60S subunit protein L20B	
YOR313C	YOR313C-t26_1	BK006948:901,858..902,874(-)	Sps4p	
YOR315W	YOR315W-t26_1	BK006948:904,760..905,800(+)	Sfg1p	
YOR316C	YOR316C-t26_1	BK006948:906,236..907,555(-)	metal cation transporter COT1	
YOR316C-A	YOR316C-A-t26_1	BK006948:907,726..907,935(-)	hypothetical protein	
YOR317W	YOR317W-t26_1	BK006948:909,343..911,445(+)	long-chain fatty acid-CoA ligase FAA1	
YOR319W	YOR319W-t26_1	BK006948:912,822..913,463(+)	U2 snRNP complex subunit HSH49	
YOR320C	YOR320C-t26_1	BK006948:913,619..915,094(-)	glucose N-acetyltransferase	
YOR321W	YOR321W-t26_1	BK006948:916,030..918,291(+)	dolichyl-phosphate-mannose-protein mannosyltransferase PMT3	
YOR322C	YOR322C-t26_1	BK006948:918,606..921,062(-)	Ldb19p	
YOR323C	YOR323C-t26_1	BK006948:921,535..922,905(-)	glutamate-5-semialdehyde dehydrogenase	
YOR324C	YOR324C-t26_1	BK006948:923,232..925,040(-)	Frt1p	
YOR326W	YOR326W-t26_1	BK006948:925,721..930,445(+)	myosin 2	
YOR327C	YOR327C-t26_1	BK006948:930,734..931,081(-)	SNAP receptor SNC2	
YOR328W	YOR328W-t26_1	BK006948:931,803..936,497(+)	ATP-binding cassette multidrug transporter PDR10	
YOR329C	YOR329C-t26_1	BK006948:936,731..939,349(-)	Scd5p	
YOR330C	YOR330C-t26_1	BK006948:939,621..943,385(-)	DNA-directed DNA polymerase gamma MIP1	
YOR332W	YOR332W-t26_1	BK006948:943,656..944,357(+)	H(+)-transporting V1 sector ATPase subunit E	
YOR334W	YOR334W-t26_1	BK006948:944,596..946,008(+)	Mrs2p	
YOR335C	YOR335C-t26_1	BK006948:946,233..949,109(-)	alanine--tRNA ligase	
YOR336W	YOR336W-t26_1	BK006948:949,773..953,870(+)	Kre5p	
YOR337W	YOR337W-t26_1	BK006948:954,344..956,623(+)	Tea1p	
YOR338W	YOR338W-t26_1	BK006948:956,898..957,989(+)	hypothetical protein	
YOR339C	YOR339C-t26_1	BK006948:958,362..958,832(-)	putative E2 ubiquitin-protein ligase UBC11	
YOR340C	YOR340C-t26_1	BK006948:959,202..960,182(-)	DNA-directed RNA polymerase I subunit RPA43	
YOR341W	YOR341W-t26_1	BK006948:960,987..965,981(+)	DNA-directed RNA polymerase I core subunit RPA190	
YOR342C	YOR342C-t26_1	BK006948:966,666..967,625(-)	hypothetical protein	
YOR343W-A	YOR343W-A-t26_1	BK006948:970,578..971,894(+)	gag protein	
YOR343W-B	YOR343W-B-t26_1	BK006948:970,578..975,891(+)	gag-pol fusion protein	
YOR344C	YOR344C-t26_1	BK006948:977,194..978,069(-)	Tye7p	
YOR346W	YOR346W-t26_1	BK006948:981,828..984,785(+)	deoxycytidyl transferase	
YOR347C	YOR347C-t26_1	BK006948:984,942..986,462(-)	pyruvate kinase PYK2	
YOR348C	YOR348C-t26_1	BK006948:986,899..988,782(-)	proline permease PUT4	
YOR349W	YOR349W-t26_1	BK006948:989,789..992,833(+)	Cin1p	
YOR350C	YOR350C-t26_1	BK006948:992,864..994,855(-)	Mne1p	
YOR351C	YOR351C-t26_1	BK006948:995,018..996,511(-)	serine/threonine protein kinase MEK1	
YOR352W	YOR352W-t26_1	BK006948:997,213..998,244(+)	TFIIH complex subunit TFB6	
YOR353C	YOR353C-t26_1	BK006948:998,453..1,000,828(-)	Sog2p	
YOR354C	YOR354C-t26_1	BK006948:1,001,147..1,003,225(-)	Msc6p	
YOR355W	YOR355W-t26_1	BK006948:1,005,137..1,006,705(+)	Gds1p	
YOR356W	YOR356W-t26_1	BK006948:1,007,221..1,009,116(+)	putative electron-transferring-flavoprotein dehydrogenase	
YOR357C	YOR357C-t26_1	BK006948:1,009,224..1,009,712(-)	Snx3p	
YOR358W	YOR358W-t26_1	BK006948:1,010,161..1,010,889(+)	Hap5p	
YOR359W	YOR359W-t26_1	BK006948:1,011,189..1,012,760(+)	Vts1p	
YOR360C	YOR360C-t26_1	BK006948:1,013,241..1,014,821(-)	3',5'-cyclic-nucleotide phosphodiesterase PDE2	
YOR361C	YOR361C-t26_1	BK006948:1,015,361..1,017,652(-)	translation initiation factor eIF3 subunit b	
YOR362C	YOR362C-t26_1	BK006948:1,017,880..1,018,746(-)	proteasome core particle subunit alpha 7	
YOR363C	YOR363C-t26_1	BK006948:1,020,222..1,023,212(-)	oleate-activated transcription factor PIP2	
YOR365C	YOR365C-t26_1	BK006948:1,023,461..1,025,572(-)	putative flavin adenine dinucleotide transporter	
YOR367W	YOR367W-t26_1	BK006948:1,026,007..1,026,609(+)	Scp1p	
YOR368W	YOR368W-t26_1	BK006948:1,026,843..1,028,048(+)	Rad17p	
YOR369C	YOR369C-t26_1	BK006948:1,028,194..1,028,625(-)	ribosomal 40S subunit protein S12	
YOR370C	YOR370C-t26_1	BK006948:1,029,183..1,030,994(-)	GTPase-activating protein MRS6	
YOR371C	YOR371C-t26_1	BK006948:1,031,489..1,034,182(-)	Gpb1p	
YOR372C	YOR372C-t26_1	BK006948:1,034,807..1,036,471(-)	Ndd1p	
YOR373W	YOR373W-t26_1	BK006948:1,036,834..1,039,389(+)	Nud1p	
YOR374W	YOR374W-t26_1	BK006948:1,039,840..1,041,399(+)	aldehyde dehydrogenase (NADP(+)) ALD4	
YOR375C	YOR375C-t26_1	BK006948:1,041,678..1,043,042(-)	glutamate dehydrogenase (NADP(+)) GDH1	
YOR376W-A	YOR376W-A-t26_1	BK006948:1,045,196..1,045,351(+)	hypothetical protein	
YOR377W	YOR377W-t26_1	BK006948:1,046,226..1,047,803(+)	alcohol O-acetyltransferase	
YOR378W	YOR378W-t26_1	BK006948:1,049,511..1,051,058(+)	Amf1p	
YOR380W	YOR380W-t26_1	BK006948:1,051,290..1,052,930(+)	Rdr1p	
YOR381W	YOR381W-t26_1	BK006948:1,055,545..1,057,680(+)	ferric-chelate reductase	
YOR381W-A	YOR381W-A-t26_1	BK006948:1,058,423..1,058,590(+)	hypothetical protein	
YOR382W	YOR382W-t26_1	BK006948:1,059,531..1,059,992(+)	Fit2p	
YOR383C	YOR383C-t26_1	BK006948:1,060,441..1,061,055(-)	Fit3p	
YOR384W	YOR384W-t26_1	BK006948:1,061,564..1,063,648(+)	putative ferric-chelate reductase	
YOR385W	YOR385W-t26_1	BK006948:1,065,043..1,065,915(+)	hypothetical protein	
YOR386W	YOR386W-t26_1	BK006948:1,066,839..1,068,536(+)	deoxyribodipyrimidine photo-lyase PHR1	
YOR387C	YOR387C-t26_1	BK006948:1,069,621..1,070,241(-)	hypothetical protein	
YOR388C	YOR388C-t26_1	BK006948:1,071,793..1,072,923(-)	formate dehydrogenase (NAD+)	
YOR389W	YOR389W-t26_1	BK006948:1,074,213..1,076,087(+)	hypothetical protein	
YOR390W	YOR390W-t26_1	BK006948:1,076,784..1,077,911(+)	fluoride transporter	
YOR391C	YOR391C-t26_1	BK006948:1,078,545..1,079,258(-)	glutathione-independent methylglyoxalase family protein	
YOR393W	YOR393W-t26_1	BK006948:1,080,276..1,081,589(+)	phosphopyruvate hydratase ERR1	
YOR394C-A	YOR394C-A-t26_1	BK006948:1,084,202..1,084,369(-)	hypothetical protein	
YOR394W	YOR394W-t26_1	BK006948:1,082,718..1,083,212(+)	seripauperin PAU21	
YOR396W	YOR396W-t26_1	BK006948:1,085,473..1,090,863(+)	Y' element ATP-dependent helicase protein 1 copy 8	
YPL001W	YPL001W-t26_1	BK006949:554,605..555,729(+)	histone acetyltransferase catalytic subunit HAT1	
YPL002C	YPL002C-t26_1	BK006949:553,627..554,328(-)	ESCRT-II subunit protein SNF8	
YPL003W	YPL003W-t26_1	BK006949:552,020..553,408(+)	Ula1p	
YPL004C	YPL004C-t26_1	BK006949:550,632..551,657(-)	lipid-binding protein LSP1	
YPL005W	YPL005W-t26_1	BK006949:548,486..550,306(+)	Aep3p	
YPL006W	YPL006W-t26_1	BK006949:544,631..548,143(+)	sphingolipid transporter	
YPL007C	YPL007C-t26_1	BK006949:542,082..543,848(-)	transcription factor TFIIIC subunit TFC8	
YPL008W	YPL008W-t26_1	BK006949:539,385..541,970(+)	Chl1p	
YPL009C	YPL009C-t26_1	BK006949:535,820..538,936(-)	Rqc2p	
YPL010W	YPL010W-t26_1	BK006949:535,018..535,587(+)	coatomer subunit zeta	
YPL011C	YPL011C-t26_1	BK006949:533,642..534,703(-)	Taf3p	
YPL012W	YPL012W-t26_1	BK006949:529,723..533,409(+)	mRNA-binding protein RRP12	
YPL013C	YPL013C-t26_1	BK006949:528,985..529,350(-)	mitochondrial 37S ribosomal protein MRPS16	
YPL014W	YPL014W-t26_1	BK006949:527,547..528,692(+)	hypothetical protein	
YPL015C	YPL015C-t26_1	BK006949:525,810..526,883(-)	histone deacetylase HST2	
YPL016W	YPL016W-t26_1	BK006949:521,014..524,958(+)	Swi1p	
YPL017C	YPL017C-t26_1	BK006949:518,734..520,233(-)	Irc15p	
YPL018W	YPL018W-t26_1	BK006949:517,651..518,760(+)	Ctf19p	
YPL019C	YPL019C-t26_1	BK006949:514,511..517,018(-)	vacuolar transporter chaperone	
YPL020C	YPL020C-t26_1	BK006949:512,313..514,178(-)	SUMO protease ULP1	
YPL021W	YPL021W-t26_1	BK006949:511,101..511,664(+)	Ecm23p	
YPL022W	YPL022W-t26_1	BK006949:506,697..509,999(+)	ssDNA endodeoxyribonuclease RAD1	
YPL023C	YPL023C-t26_1	BK006949:504,339..506,312(-)	methylenetetrahydrofolate reductase (NAD(P)H) MET12	
YPL024W	YPL024W-t26_1	BK006949:503,517..504,242(+)	Rmi1p	
YPL026C	YPL026C-t26_1	BK006949:500,675..502,183(-)	putative serine/threonine protein kinase SKS1	
YPL027W	YPL027W-t26_1	BK006949:499,665..500,402(+)	Sma1p	
YPL028W	YPL028W-t26_1	BK006949:498,096..499,292(+)	acetyl-CoA C-acetyltransferase	
YPL029W	YPL029W-t26_1	BK006949:495,506..497,719(+)	ATP-dependent RNA helicase SUV3	
YPL030W	YPL030W-t26_1	BK006949:493,543..495,246(+)	tRNA (uracil) methyltransferase	
YPL031C	YPL031C-t26_1	BK006949:492,018..493,037(-)	cyclin-dependent serine/threonine-protein kinase PHO85	
YPL032C	YPL032C-t26_1	BK006949:488,887..491,364(-)	Svl3p	
YPL033C	YPL033C-t26_1	BK006949:487,362..488,207(-)	Srl4p	
YPL034W	YPL034W-t26_1	BK006949:486,712..487,209(+)	hypothetical protein	
YPL036W	YPL036W-t26_1	BK006949:482,843..485,686(+)	H(+)-exporting P2-type ATPase PMA2	
YPL037C	YPL037C-t26_1	BK006949:481,428..481,901(-)	Egd1p	
YPL038W	YPL038W-t26_1	BK006949:480,535..481,068(+)	Met31p	
YPL038W-A	YPL038W-A-t26_1	BK006949:480,182..480,373(+)	hypothetical protein	
YPL039W	YPL039W-t26_1	BK006949:479,225..480,175(+)	hypothetical protein	
YPL040C	YPL040C-t26_1	BK006949:475,993..479,001(-)	isoleucine--tRNA ligase ISM1	
YPL041C	YPL041C-t26_1	BK006949:475,118..475,741(-)	Mrx11p	
YPL042C	YPL042C-t26_1	BK006949:473,040..474,707(-)	cyclin-dependent serine/threonine protein kinase SSN3	
YPL043W	YPL043W-t26_1	BK006949:469,939..471,996(+)	mRNA-binding ribosome biosynthesis protein NOP4	
YPL045W	YPL045W-t26_1	BK006949:467,260..469,656(+)	tethering complex subunit VPS16	
YPL046C	YPL046C-t26_1	BK006949:466,644..466,943(-)	elongin C	
YPL047W	YPL047W-t26_1	BK006949:465,962..466,261(+)	SAGA histone acetyltransferase complex subunit SGF11	
YPL048W	YPL048W-t26_1	BK006949:464,401..465,648(+)	translation elongation factor EF1B gamma	
YPL049C	YPL049C-t26_1	BK006949:462,481..463,839(-)	Dig1p	
YPL050C	YPL050C-t26_1	BK006949:460,779..461,966(-)	mannosyltransferase complex subunit MNN9	
YPL051W	YPL051W-t26_1	BK006949:459,963..460,559(+)	Arf family GTPase ARL3	
YPL052W	YPL052W-t26_1	BK006949:458,799..459,678(+)	Oaz1p	
YPL053C	YPL053C-t26_1	BK006949:457,118..458,458(-)	putative mannosyltransferase	
YPL054W	YPL054W-t26_1	BK006949:455,759..456,664(+)	Lee1p	
YPL055C	YPL055C-t26_1	BK006949:453,992..454,990(-)	Lge1p	
YPL056C	YPL056C-t26_1	BK006949:453,430..453,735(-)	Lcl1p	
YPL057C	YPL057C-t26_1	BK006949:451,909..453,057(-)	mannosylinositol phosphorylceramide synthase catalytic subunit SUR1	
YPL058C	YPL058C-t26_1	BK006949:445,842..450,377(-)	ATP-binding cassette multidrug transporter PDR12	
YPL059W	YPL059W-t26_1	BK006949:444,579..445,031(+)	monothiol glutaredoxin GRX5	
YPL060C-A	YPL060C-A-t26_1	BK006949:437,333..442,742(-)	hypothetical protein	
YPL060W	YPL060W-t26_1	BK006949:434,523..435,764(+)	Mfm1p	
YPL061W	YPL061W-t26_1	BK006949:432,588..434,090(+)	aldehyde dehydrogenase (NADP(+)) ALD6	
YPL063W	YPL063W-t26_1	BK006949:429,939..431,369(+)	protein translocase subunit TIM50	
YPL064C	YPL064C-t26_1	BK006949:428,711..429,616(-)	putative peptidylprolyl isomerase CWC27	
YPL065W	YPL065W-t26_1	BK006949:427,927..428,655(+)	ESCRT-I subunit protein VPS28	
YPL066W	YPL066W-t26_1	BK006949:426,233..427,672(+)	Rgl1p	
YPL067C	YPL067C-t26_1	BK006949:425,251..425,847(-)	hypothetical protein	
YPL068C	YPL068C-t26_1	BK006949:424,215..425,096(-)	hypothetical protein	
YPL069C	YPL069C-t26_1	BK006949:422,885..423,892(-)	farnesyltranstransferase	
YPL070W	YPL070W-t26_1	BK006949:420,948..422,786(+)	guanine nucleotide exchange factor MUK1	
YPL071C	YPL071C-t26_1	BK006949:420,048..420,518(-)	hypothetical protein	
YPL072W	YPL072W-t26_1	BK006949:418,512..420,011(+)	putative ubiquitin-specific protease UBP16	
YPL074W	YPL074W-t26_1	BK006949:415,763..418,027(+)	putative AAA family ATPase YTA6	
YPL075W	YPL075W-t26_1	BK006949:412,254..415,362(+)	transcription regulator GCR1	
YPL076W	YPL076W-t26_1	BK006949:410,443..411,285(+)	phosphatidylinositol N-acetylglucosaminyltransferase	
YPL077C	YPL077C-t26_1	BK006949:409,368..410,090(-)	hypothetical protein	
YPL078C	YPL078C-t26_1	BK006949:408,010..408,744(-)	F1F0 ATP synthase subunit 4	
YPL079W	YPL079W-t26_1	BK006949:406,636..407,539(+)	ribosomal 60S subunit protein L21B	
YPL081W	YPL081W-t26_1	BK006949:404,950..406,044(+)	ribosomal 40S subunit protein S9A	
YPL082C	YPL082C-t26_1	BK006949:398,480..404,083(-)	DNA-binding ATPase	
YPL083C	YPL083C-t26_1	BK006949:396,702..398,105(-)	tRNA splicing endonuclease subunit SEN54	
YPL084W	YPL084W-t26_1	BK006949:394,038..396,572(+)	Bro1p	
YPL085W	YPL085W-t26_1	BK006949:387,067..393,654(+)	Sec16p	
YPL086C	YPL086C-t26_1	BK006949:384,773..386,446(-)	Elongator subunit ELP3	
YPL087W	YPL087W-t26_1	BK006949:383,455..384,408(+)	alkaline dihydroceramidase	
YPL088W	YPL088W-t26_1	BK006949:381,965..382,993(+)	aldo-keto reductase superfamily protein	
YPL089C	YPL089C-t26_1	BK006949:379,120..381,150(-)	Rlm1p	
YPL090C	YPL090C-t26_1	BK006949:377,291..378,395(-)	ribosomal 40S subunit protein S6A	
YPL091W	YPL091W-t26_1	BK006949:375,502..376,953(+)	glutathione-disulfide reductase GLR1	
YPL092W	YPL092W-t26_1	BK006949:373,793..375,169(+)	Ssu1p	
YPL093W	YPL093W-t26_1	BK006949:370,978..372,921(+)	putative GTPase NOG1	
YPL094C	YPL094C-t26_1	BK006949:369,839..370,663(-)	Sec63 complex subunit SEC62	
YPL095C	YPL095C-t26_1	BK006949:368,071..369,441(-)	medium-chain fatty acid ethyl ester synthase/esterase	
YPL096C-A	YPL096C-A-t26_1	BK006949:366,529..366,735(-)	Eri1p	
YPL096W	YPL096W-t26_1	BK006949:366,927..368,018(+)	peptide-N4-(N-acetyl-beta- glucosaminyl)asparagine amidase	
YPL097W	YPL097W-t26_1	BK006949:364,952..366,430(+)	tyrosine--tRNA ligase MSY1	
YPL098C	YPL098C-t26_1	BK006949:364,386..364,727(-)	Mgr2p	
YPL099C	YPL099C-t26_1	BK006949:363,520..364,068(-)	Ina17p	
YPL100W	YPL100W-t26_1	BK006949:361,872..363,362(+)	Atg21p	
YPL101W	YPL101W-t26_1	BK006949:360,209..361,579(+)	Elongator subunit ELP4	
YPL103C	YPL103C-t26_1	BK006949:358,000..359,406(-)	N-acetylphosphatidylethanolamine-hydrolyzing phospholipase D	
YPL104W	YPL104W-t26_1	BK006949:355,700..357,676(+)	aspartate--tRNA ligase MSD1	
YPL105C	YPL105C-t26_1	BK006949:352,863..355,412(-)	Syh1p	
YPL106C	YPL106C-t26_1	BK006949:350,194..352,275(-)	adenyl-nucleotide exchange factor SSE1	
YPL107W	YPL107W-t26_1	BK006949:349,119..349,865(+)	hypothetical protein	
YPL108W	YPL108W-t26_1	BK006949:348,446..348,952(+)	hypothetical protein	
YPL109C	YPL109C-t26_1	BK006949:345,264..347,389(-)	hypothetical protein	
YPL110C	YPL110C-t26_1	BK006949:341,068..344,739(-)	glycerophosphocholine phosphodiesterase	
YPL111W	YPL111W-t26_1	BK006949:339,944..340,945(+)	arginase	
YPL112C	YPL112C-t26_1	BK006949:337,436..338,620(-)	Pex25p	
YPL113C	YPL113C-t26_1	BK006949:335,953..337,143(-)	glyoxylate reductase	
YPL115C	YPL115C-t26_1	BK006949:332,100..335,486(-)	Bem3p	
YPL116W	YPL116W-t26_1	BK006949:329,606..331,699(+)	histone deacetylase	
YPL117C	YPL117C-t26_1	BK006949:327,864..328,730(-)	isopentenyl-diphosphate delta-isomerase IDI1	
YPL118W	YPL118W-t26_1	BK006949:326,628..327,662(+)	mitochondrial 37S ribosomal protein MRP51	
YPL119C	YPL119C-t26_1	BK006949:324,411..326,264(-)	putative DEAD-box ATP-dependent RNA helicase DBP1	
YPL119C-A	YPL119C-A-t26_1	BK006949:324,024..324,287(-)	hypothetical protein	
YPL120W	YPL120W-t26_1	BK006949:322,071..323,744(+)	beclin 1	
YPL121C	YPL121C-t26_1	BK006949:320,962..321,630(-)	Mei5p	
YPL122C	YPL122C-t26_1	BK006949:319,226..320,767(-)	TFIIH/NER complex subunit TFB2	
YPL123C	YPL123C-t26_1	BK006949:317,641..318,945(-)	ribonuclease T2	
YPL124W	YPL124W-t26_1	BK006949:316,755..317,516(+)	Spc29p	
YPL125W	YPL125W-t26_1	BK006949:313,388..316,486(+)	Kap120p	
YPL126W	YPL126W-t26_1	BK006949:310,210..312,900(+)	Nan1p	
YPL127C	YPL127C-t26_1	BK006949:308,828..309,604(-)	histone H1	
YPL128C	YPL128C-t26_1	BK006949:306,533..308,221(-)	Tbf1p	
YPL129W	YPL129W-t26_1	BK006949:305,298..306,137(+)	TATA-binding protein-associated factor TAF14	
YPL130W	YPL130W-t26_1	BK006949:304,387..305,058(+)	Spo19p	
YPL131W	YPL131W-t26_1	BK006949:303,121..304,014(+)	ribosomal 60S subunit protein L5	
YPL132W	YPL132W-t26_1	BK006949:301,716..302,618(+)	Cox11p	
YPL133C	YPL133C-t26_1	BK006949:299,888..301,228(-)	Rds2p	
YPL134C	YPL134C-t26_1	BK006949:298,571..299,503(-)	mitochondrial 2-oxodicarboxylate carrier	
YPL135W	YPL135W-t26_1	BK006949:297,553..298,050(+)	iron-binding protein ISU1	
YPL137C	YPL137C-t26_1	BK006949:292,817..296,647(-)	protein phosphatase regulator GIP3	
YPL138C	YPL138C-t26_1	BK006949:291,366..292,427(-)	Spp1p	
YPL139C	YPL139C-t26_1	BK006949:289,669..291,051(-)	Ume1p	
YPL140C	YPL140C-t26_1	BK006949:287,514..289,034(-)	putative mitogen-activated protein kinase kinase MKK2	
YPL141C	YPL141C-t26_1	BK006949:283,464..286,061(-)	protein kinase FRK1	
YPL143W	YPL143W-t26_1	BK006949:282,122..282,970(+)	ribosomal 60S subunit protein L33A	
YPL144W	YPL144W-t26_1	BK006949:280,480..280,926(+)	Poc4p	
YPL145C	YPL145C-t26_1	BK006949:278,395..279,699(-)	oxysterol-binding protein KES1	
YPL146C	YPL146C-t26_1	BK006949:276,162..277,529(-)	Nop53p	
YPL147W	YPL147W-t26_1	BK006949:273,255..275,867(+)	ATP-binding cassette long-chain fatty acid transporter PXA1	
YPL148C	YPL148C-t26_1	BK006949:272,294..272,815(-)	holo-[acyl-carrier-protein] synthase	
YPL149W	YPL149W-t26_1	BK006949:271,310..272,194(+)	Atg5p	
YPL150W	YPL150W-t26_1	BK006949:268,188..270,893(+)	non-specific serine/threonine protein kinase	
YPL151C	YPL151C-t26_1	BK006949:266,180..267,535(-)	mRNA splicing protein PRP46	
YPL152W	YPL152W-t26_1	BK006949:265,028..266,104(+)	peptidylprolyl isomerase RRD2	
YPL152W-A	YPL152W-A-t26_1	BK006949:264,602..264,700(+)	hypothetical protein	
YPL153C	YPL153C-t26_1	BK006949:261,727..264,192(-)	serine/threonine/tyrosine protein kinase RAD53	
YPL154C	YPL154C-t26_1	BK006949:259,714..260,931(-)	proteinase A	
YPL155C	YPL155C-t26_1	BK006949:257,216..259,336(-)	Kip2p	
YPL156C	YPL156C-t26_1	BK006949:255,913..256,767(-)	pheromone-regulated protein PRM4	
YPL157W	YPL157W-t26_1	BK006949:254,814..255,761(+)	RNA methyltransferase	
YPL158C	YPL158C-t26_1	BK006949:252,034..254,310(-)	Aim44p	
YPL159C	YPL159C-t26_1	BK006949:250,907..251,668(-)	Pet20p	
YPL160W	YPL160W-t26_1	BK006949:246,990..250,262(+)	leucine--tRNA ligase CDC60	
YPL161C	YPL161C-t26_1	BK006949:244,319..246,220(-)	Bem4p	
YPL162C	YPL162C-t26_1	BK006949:243,206..244,027(-)	hypothetical protein	
YPL163C	YPL163C-t26_1	BK006949:241,918..242,700(-)	Svs1p	
YPL164C	YPL164C-t26_1	BK006949:239,350..241,497(-)	mismatch repair protein MLH3	
YPL165C	YPL165C-t26_1	BK006949:237,956..239,077(-)	Set6p	
YPL166W	YPL166W-t26_1	BK006949:237,338..237,979(+)	Atg29p	
YPL167C	YPL167C-t26_1	BK006949:232,593..237,107(-)	Rev3p	
YPL168W	YPL168W-t26_1	BK006949:231,217..232,509(+)	Mrx4p	
YPL169C	YPL169C-t26_1	BK006949:229,039..230,838(-)	Mex67p	
YPL170W	YPL170W-t26_1	BK006949:228,314..228,772(+)	Dap1p	
YPL171C	YPL171C-t26_1	BK006949:226,169..227,371(-)	NADPH dehydrogenase	
YPL172C	YPL172C-t26_1	BK006949:224,353..225,741(-)	protoheme IX farnesyltransferase	
YPL173W	YPL173W-t26_1	BK006949:223,143..224,036(+)	mitochondrial 54S ribosomal protein YmL40	
YPL174C	YPL174C-t26_1	BK006949:220,167..222,773(-)	Nip100p	
YPL175W	YPL175W-t26_1	BK006949:218,630..220,088(+)	phosphatidylinositol N-acetylglucosaminyltransferase SPT14	
YPL176C	YPL176C-t26_1	BK006949:216,012..218,363(-)	Tre1p	
YPL177C	YPL177C-t26_1	BK006949:213,042..213,962(-)	Cup9p	
YPL178W	YPL178W-t26_1	BK006949:212,158..212,784(+)	Cbc2p	
YPL179W	YPL179W-t26_1	BK006949:208,157..209,806(+)	Ppq1p	
YPL180W	YPL180W-t26_1	BK006949:205,248..207,647(+)	Tco89p	
YPL181W	YPL181W-t26_1	BK006949:203,421..204,941(+)	Cti6p	
YPL183C	YPL183C-t26_1	BK006949:199,495..202,536(-)	Rtt10p	
YPL183W-A	YPL183W-A-t26_1	BK006949:199,095..199,376(+)	putative mitochondrial 54S ribosomal protein RTC6	
YPL184C	YPL184C-t26_1	BK006949:195,950..197,788(-)	Mrn1p	
YPL186C	YPL186C-t26_1	BK006949:194,512..195,426(-)	Uip4p	
YPL187W	YPL187W-t26_1	BK006949:193,648..194,145(+)	Mf(alpha)1p	
YPL188W	YPL188W-t26_1	BK006949:191,406..192,650(+)	NADH kinase	
